date_obs,ra,dec,expnum,exptime,band,ccd,mag,nite,objid,fakeid,date_added,obscode
2013/10/12 02:56:49,23:55:57.11,2:12:34.8,243111,90.0,i,26,22.6944999695,20131011,2411015,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:55:52.48,2:12:11.9,243471,90.0,z,6,21.8476982117,20131012,3418219,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:55:52.34,2:12:11.3,243490,90.0,i,6,22.6507987976,20131012,3429710,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:54:43.44,2:06:30.5,247481,90.0,r,23,23.1613998413,20131027,2614233,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:54:01.17,2:03:05.2,251772,90.0,r,3,22.9290008545,20131107,3792011,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:21.59,0:02:05.3,239651,90.0,r,54,21.6998996735,20130929,3238761,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:21.59,0:02:05.0,239652,90.0,i,54,21.1955986023,20130929,3451928,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:55:26.63,-0:04:01.6,243108,90.0,i,32,21.2723999023,20131011,2465983,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:55:26.61,-0:04:01.6,243109,90.0,z,32,20.996099472,20131011,2409160,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:55:22.42,-0:04:29.8,243485,90.0,z,10,20.8148994446,20131012,3593904,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:55:22.37,-0:04:30.2,243494,90.0,i,10,21.1851005554,20131012,2606880,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:54:21.86,-0:11:17.6,247497,90.0,r,29,21.7033004761,20131027,3794566,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:53:45.56,-0:15:25.1,251780,90.0,r,7,21.7486000061,20131107,3791616,0,2016/2/21 02:18:07,807
2013/10/4 05:25:03,0:05:06.29,-4:10:11.4,241142,90.0,r,8,22.1222991943,20131003,1520141,0,2016/2/21 02:18:07,807
2013/10/4 05:27:04,0:05:06.29,-4:10:11.3,241143,90.0,i,8,21.6243000031,20131003,1609769,0,2016/2/21 02:18:07,807
2013/10/13 03:02:39,0:04:24.05,-4:14:26.3,243521,90.0,i,55,21.5893993378,20131012,3633970,0,2016/2/21 02:18:07,807
2013/10/13 03:04:41,0:04:24.03,-4:14:26.3,243522,90.0,z,55,21.2081985474,20131012,3709486,0,2016/2/21 02:18:07,807
2013/10/13 03:15:20,0:04:24.01,-4:14:26.5,243527,90.0,z,13,21.2644004822,20131012,3678324,0,2016/2/21 02:18:07,807
2013/11/8 03:44:39,0:02:40.39,-4:23:46.9,251794,90.0,i,8,21.7971000671,20131107,3795544,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:57:00.40,0:01:42.9,239652,90.0,i,54,20.5806007385,20130929,3453045,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:55:08.79,-0:16:29.9,247497,90.0,r,37,20.9696006775,20131027,3804174,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:54:34.39,-0:22:38.7,251780,90.0,r,12,21.2659988403,20131107,3795597,0,2016/2/21 02:18:07,807
2013/9/30 03:08:02,23:52:16.97,2:03:56.0,239640,90.0,r,18,21.9390983582,20130929,3281014,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:51:22.91,1:59:53.1,243094,90.0,i,1,19.2250995636,20131011,2177935,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:50:17.12,1:54:57.1,247481,90.0,r,26,18.2051010132,20131027,2616877,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:16:27.93,1:43:53.9,239660,90.0,i,30,22.5913009644,20130929,3260541,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:15:37.00,1:38:23.9,243497,90.0,z,58,22.3303985596,20131012,2681562,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:14:42.91,1:32:33.6,247507,90.0,r,7,23.2305984497,20131027,3800813,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:05:01.20,1:35:54.6,239641,90.0,r,38,21.5042991638,20130929,3104895,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:05:01.20,1:35:54.6,239642,90.0,i,38,21.061000824,20130929,3116660,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:03:58.90,1:32:04.0,242742,90.0,z,37,20.7178993225,20131010,2063988,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:02:31.21,1:26:54.1,247499,90.0,r,45,21.6581993103,20131027,3805906,0,2016/2/21 02:18:07,807
2013/10/28 01:41:02,0:02:31.16,1:26:53.9,247506,90.0,r,12,21.6143989563,20131027,3777978,0,2016/2/21 02:18:07,807
2013/10/28 01:45:05,0:02:31.15,1:26:54.0,247508,90.0,i,12,21.262298584,20131027,3649963,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:59:05.43,2:27:12.5,243111,90.0,i,16,22.6068000793,20131011,2404489,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:59:05.43,2:27:12.5,243112,90.0,z,16,22.0377998352,20131011,2473062,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,23:59:02.19,2:26:51.3,243508,90.0,i,26,22.4668006897,20131012,3720131,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:57:48.33,2:18:37.6,251776,90.0,r,21,23.5734996796,20131107,3780397,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:54:33.37,0:00:42.7,239651,90.0,r,52,21.306098938,20130929,3238082,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:54:33.37,0:00:42.7,239652,90.0,i,52,20.8662986755,20130929,3447801,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:53:37.14,-0:03:21.3,242745,90.0,z,56,20.5405006409,20131010,1691561,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:53:27.52,-0:04:02.6,243485,90.0,z,8,20.5846996307,20131012,3594692,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:53:27.45,-0:04:02.8,243494,90.0,i,8,20.9757003784,20131012,2606705,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:52:19.35,-0:08:44.3,247497,90.0,r,27,21.4063987732,20131027,3793034,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:51:37.54,-0:11:20.0,251780,90.0,r,5,21.4997997284,20131107,3791275,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:05:15.54,1:32:23.6,239641,90.0,r,38,22.1628990173,20130929,3104908,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:05:15.54,1:32:23.6,239642,90.0,i,38,21.5748996735,20130929,3116673,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:04:18.46,1:26:09.6,242742,90.0,z,44,21.3364982605,20131010,2079068,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:02:59.23,1:17:22.8,247499,90.0,r,51,22.0443000793,20131027,3810586,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:16.05,0:03:52.7,239651,90.0,r,54,22.1156997681,20130929,3238742,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:16.04,0:03:52.8,239652,90.0,i,54,22.5299987793,20130929,3451910,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:55:19.74,-0:00:49.7,243108,90.0,i,32,22.539100647,20131011,2465988,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:55:19.73,-0:00:49.8,243109,90.0,z,32,22.1972007751,20131011,2409154,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:55:15.43,-0:01:11.4,243485,90.0,z,10,22.2233009338,20131012,3593892,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:55:15.37,-0:01:11.7,243494,90.0,i,10,22.4832000732,20131012,2606860,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:54:13.05,-0:06:15.9,247497,90.0,r,29,21.9786987305,20131027,3794533,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:53:35.21,-0:09:09.1,251780,90.0,r,7,22.5344009399,20131107,3791608,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:57:06.91,0:03:02.4,239652,90.0,i,54,22.3428001404,20130929,3453070,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:56:29.68,-0:01:00.7,243108,90.0,i,33,22.8722991943,20131011,2470602,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:56:29.69,-0:01:01.1,243109,90.0,z,33,22.5225982666,20131011,2410291,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:56:26.83,-0:01:19.6,243485,90.0,z,11,22.4016990662,20131012,3595656,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:55:45.38,-0:05:52.2,247497,90.0,r,30,23.4152984619,20131027,3797400,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:10:52.17,1:37:07.2,239660,90.0,i,32,22.4174995422,20130929,3263423,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:05.55,1:31:54.7,243110,90.0,i,52,22.7418994904,20131011,2520798,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:05.53,1:31:54.8,243113,90.0,z,52,22.7631988525,20131011,2062179,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:10:01.89,1:31:30.2,243496,90.0,z,29,22.2844009399,20131012,2664898,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:10:01.78,1:31:29.5,243514,90.0,i,29,22.3689994812,20131012,3681295,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:09:09.02,1:25:33.0,247499,90.0,r,50,23.4675998688,20131027,3810328,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:59:15.55,2:31:01.1,243111,90.0,i,16,21.9237995148,20131011,2404504,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:59:15.54,2:31:01.0,243112,90.0,z,16,21.515499115,20131011,2473161,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,23:59:12.24,2:30:34.2,243472,90.0,z,26,21.5704994202,20131012,3245487,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,23:59:12.06,2:30:32.7,243508,90.0,i,26,22.0985984802,20131012,3720205,0,2016/2/21 02:18:07,807
2013/10/28 01:30:58,23:58:23.10,2:23:41.8,247501,90.0,r,47,22.4141998291,20131027,3790419,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:57:53.28,2:19:13.1,251776,90.0,r,21,22.5004997253,20131107,3780402,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:57:17.59,0:59:16.5,239652,90.0,i,17,22.4783992767,20130929,3322735,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:56:35.47,0:55:48.5,242745,90.0,z,23,22.1898002625,20131010,1598908,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:56:28.32,0:55:13.2,243471,90.0,z,48,22.0536003113,20131012,3525316,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:56:28.19,0:55:12.8,243490,90.0,i,48,22.8027992249,20131012,3537383,0,2016/2/21 02:18:07,807
2013/10/28 01:41:02,23:55:36.79,0:51:02.5,247506,90.0,r,25,23.5988006592,20131027,3784036,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:55:05.07,0:48:34.5,251772,90.0,r,44,23.4300003052,20131107,3829622,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:03:18.78,1:48:24.6,239641,90.0,r,23,21.1608009338,20130929,3102918,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:03:18.78,1:48:24.6,239642,90.0,i,23,20.7429008484,20130929,3115162,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:02:05.53,1:36:04.5,243472,90.0,z,58,20.4986991882,20131012,3350985,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:02:05.24,1:36:01.6,243508,90.0,i,58,20.8262996674,20131012,3763850,0,2016/2/21 02:18:07,807
2013/10/28 01:41:02,0:00:49.61,1:22:36.3,247506,90.0,r,11,21.3357009888,20131027,3774803,0,2016/2/21 02:18:07,807
2013/10/28 01:45:05,0:00:49.60,1:22:36.4,247508,90.0,i,11,20.8749008179,20131027,3649792,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:16.07,0:58:32.0,239652,90.0,i,16,22.9472007751,20130929,3321375,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:55:22.78,0:52:31.8,242745,90.0,z,22,22.3540000916,20131010,1596235,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:55:18.21,0:52:00.8,243094,90.0,i,44,22.9426002502,20131011,2265732,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:55:13.66,0:51:29.8,243490,90.0,i,53,22.8780994415,20131012,3544464,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:54:09.79,0:44:07.1,247497,90.0,r,3,23.3676986694,20131027,3776670,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:10.34,-0:04:40.5,239651,90.0,r,58,22.5579986572,20130929,3247758,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:10.33,-0:04:40.5,239652,90.0,i,58,22.067899704,20130929,3464525,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:55:13.04,-0:13:22.5,243108,90.0,i,39,22.0967998505,20131011,2480295,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:55:13.04,-0:13:22.8,243109,90.0,z,39,21.7325000763,20131011,2418519,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:55:08.67,-0:14:03.1,243485,90.0,z,15,21.517999649,20131012,3598621,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:55:08.60,-0:14:03.7,243494,90.0,i,15,22.0112991333,20131012,2609053,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:54:05.40,-0:24:02.5,247497,90.0,r,42,22.8143005371,20131027,3809609,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:53:29.07,1:37:47.9,243094,90.0,i,11,22.34349823,20131011,2197439,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:53:25.70,1:37:31.5,243471,90.0,z,20,21.4596996307,20131012,3451188,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:53:25.60,1:37:30.9,243490,90.0,i,20,22.8069992065,20131012,3470706,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:52:36.71,1:33:33.5,247481,90.0,r,41,22.8042984009,20131027,2631851,0,2016/2/21 02:18:07,807
2013/10/28 00:54:07,23:52:36.71,1:33:33.4,247483,90.0,i,41,22.424200058,20131027,2618259,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:52:06.40,1:31:10.5,251772,90.0,r,15,23.2122001648,20131107,3800805,0,2016/2/21 02:18:07,807
2013/9/30 03:53:07,0:11:34.77,0:55:51.8,239661,90.0,r,24,21.063999176,20130929,932194,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:10:30.86,0:48:58.4,243496,90.0,z,55,20.2468986511,20131012,2693295,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:10:30.73,0:48:57.8,243514,90.0,i,55,20.6212997437,20131012,3716832,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:09:23.68,0:41:46.3,247507,90.0,r,33,21.1756000519,20131027,3819841,0,2016/2/21 02:18:07,807
2013/9/11 06:55:18,0:07:04.01,-4:15:19.9,232834,90.0,r,7,22.4503993988,20130910,727550,0,2016/2/21 02:18:07,807
2013/10/4 05:27:04,0:05:08.48,-4:30:48.0,241143,90.0,i,19,22.2087993622,20131003,1634487,0,2016/2/21 02:18:07,807
2013/10/13 03:15:20,0:04:24.94,-4:36:17.5,243527,90.0,z,25,22.1674003601,20131012,3700659,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:53:45.40,1:30:13.3,239651,90.0,r,1,22.873500824,20130929,3120120,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:53:45.40,1:30:13.3,239652,90.0,i,1,22.5027008057,20130929,3261474,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:52:22.05,1:20:11.0,247481,90.0,r,47,22.920999527,20131027,2635968,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:51:56.37,1:16:52.8,251772,90.0,r,21,23.2943992615,20131107,3802804,0,2016/2/21 02:18:07,807
2013/9/30 03:53:07,0:09:27.82,-0:17:08.0,239661,90.0,r,62,22.3676986694,20130929,1001672,0,2016/2/21 02:18:07,807
2013/10/13 02:19:40,0:08:24.32,-0:22:25.9,243501,90.0,z,22,21.9521999359,20131012,3520450,0,2016/2/21 02:18:07,807
2013/10/13 02:44:40,0:08:24.23,-0:22:26.3,243513,90.0,i,22,21.8614006042,20131012,3628181,0,2016/2/21 02:18:07,807
2013/11/8 03:21:51,0:06:36.74,-0:30:37.8,251784,90.0,r,17,22.4095993042,20131107,3799867,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:54:36.70,0:04:25.7,239651,90.0,r,52,23.0149993896,20130929,3238092,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:54:36.70,0:04:25.7,239652,90.0,i,52,22.2240982056,20130929,3447751,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:53:52.50,-0:01:00.0,243485,90.0,z,9,21.5024986267,20131012,3593571,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:53:52.46,-0:01:00.4,243494,90.0,i,9,21.96159935,20131012,2607179,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:53:07.24,-0:06:41.2,247497,90.0,r,28,22.4165000916,20131027,3794229,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:52:40.06,-0:10:13.9,251780,90.0,r,6,22.1844997406,20131107,3792538,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:55:35.57,0:43:28.5,239652,90.0,i,28,23.1362991333,20130929,3371214,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:54:47.56,0:38:21.1,242745,90.0,z,28,22.4305992126,20131010,1614610,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:53:41.61,0:31:12.2,247497,90.0,r,6,23.3479995728,20131027,3779099,0,2016/2/21 02:18:07,807
2013/10/4 05:25:03,0:06:30.79,-4:08:55.0,241142,90.0,r,9,22.4539985657,20131003,1522100,0,2016/2/21 02:18:07,807
2013/10/4 05:27:04,0:06:30.79,-4:08:55.0,241143,90.0,i,9,22.2024002075,20131003,1613563,0,2016/2/21 02:18:07,807
2013/10/13 03:15:20,0:05:52.07,-4:12:58.7,243527,90.0,z,14,21.7534999847,20131012,3680092,0,2016/2/21 02:18:07,807
2013/11/8 03:44:39,0:04:16.65,-4:22:03.0,251794,90.0,i,10,22.2423000336,20131107,3799257,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:55:42.74,1:01:32.8,239651,90.0,r,16,22.2053985596,20130929,3147997,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:55:42.74,1:01:32.7,239652,90.0,i,16,21.8521003723,20130929,3321225,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:54:49.79,0:53:27.6,242745,90.0,z,21,21.6492004395,20131010,1593060,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:54:40.85,0:52:04.1,243471,90.0,z,52,21.7462997437,20131012,3531454,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:54:40.73,0:52:03.0,243490,90.0,i,52,22.0290985107,20131012,3542774,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:01:39.61,2:09:50.2,239641,90.0,r,10,21.2208995819,20130929,3101097,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:01:39.60,2:09:50.2,239642,90.0,i,10,20.7446994781,20130929,3111615,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:00:48.47,2:04:11.7,242742,90.0,z,15,20.409198761,20131010,2020291,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,0:00:43.95,2:03:41.4,243111,90.0,i,37,20.8045005798,20131011,2421797,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,0:00:43.94,2:03:41.4,243112,90.0,z,37,20.404499054,20131011,2498388,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:00:39.78,2:03:13.3,243472,90.0,z,47,20.4234008789,20131012,3315004,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:00:39.55,2:03:11.9,243508,90.0,i,47,20.7831993103,20131012,3751207,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:59:00.05,1:51:43.2,251776,90.0,r,42,21.3610992432,20131107,3788489,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:55:42.12,-0:08:41.3,239652,90.0,i,58,22.579498291,20130929,3464476,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:54:55.46,-0:13:47.3,243494,90.0,i,15,22.6473999023,20131012,2609037,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:53:38.66,-0:22:14.8,251780,90.0,r,11,22.7796993256,20131107,3795170,0,2016/2/21 02:18:07,807
2013/9/30 03:08:02,23:51:18.76,1:13:42.6,239640,90.0,r,49,22.9146995544,20130929,3387076,0,2016/2/21 02:18:07,807
2013/9/30 03:14:27,23:51:18.75,1:13:42.3,239643,90.0,i,49,22.474899292,20130929,3242215,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:50:31.71,1:08:19.6,243094,90.0,i,27,22.6954994202,20131011,2237397,0,2016/2/21 02:18:07,807
2013/10/13 01:54:28,23:50:28.02,1:07:54.2,243489,90.0,i,7,22.6809005737,20131012,3562312,0,2016/2/21 02:18:07,807
2013/10/28 01:00:14,23:49:36.44,1:01:47.6,247486,90.0,r,24,23.238899231,20131027,3757302,0,2016/2/21 02:18:07,807
2013/10/28 01:02:14,23:49:36.44,1:01:47.6,247487,90.0,i,24,22.6583995819,20131027,3701412,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:02:08.75,1:39:28.5,239641,90.0,r,28,21.533000946,20130929,3104529,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:02:08.75,1:39:28.5,239642,90.0,i,28,21.0942993164,20130929,3114881,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:01:10.56,1:33:03.8,242742,90.0,z,35,20.7539997101,20131010,2061254,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,0:01:05.41,1:32:29.3,243112,90.0,z,55,20.7566986084,20131011,2519517,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:01:00.68,1:31:57.8,243472,90.0,z,60,20.7756996155,20131012,3356655,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:01:00.41,1:31:56.1,243508,90.0,i,60,21.1187992096,20131012,3767335,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:11:04.70,1:31:15.6,243110,90.0,i,53,21.4324989319,20131011,2521424,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:11:04.68,1:31:15.4,243113,90.0,z,53,20.9351005554,20131011,2063735,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:11:00.27,1:30:46.8,243496,90.0,z,30,21.0164985657,20131012,2665810,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:11:00.14,1:30:46.0,243514,90.0,i,30,21.3709983826,20131012,3683026,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:09:56.28,1:23:49.2,247507,90.0,r,8,21.6807994843,20131027,3801674,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:06:55.60,2:41:38.2,239653,90.0,r,27,21.9026985168,20130929,3166654,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:06:55.60,2:41:38.0,239654,90.0,i,27,21.6133995056,20130929,3328238,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:05:59.25,2:35:39.9,242744,90.0,z,33,21.1357002258,20131010,2028481,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:04:40.63,2:27:07.3,247499,90.0,r,9,22.2374000549,20131027,3774990,0,2016/2/21 02:18:07,807
2013/10/28 01:28:58,0:04:40.63,2:27:07.4,247500,90.0,i,9,21.7635993958,20131027,3829345,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:13:47.87,2:28:06.5,239660,90.0,i,1,22.3593997955,20130929,3179629,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:13:06.71,2:23:45.3,243110,90.0,i,23,23.4470996857,20131011,2478030,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:13:06.69,2:23:45.0,243113,90.0,z,23,22.257900238,20131011,2003867,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:13:03.47,2:23:24.4,243497,90.0,z,34,22.2662010193,20131012,2653734,0,2016/2/21 02:18:07,807
2013/10/28 01:34:59,0:12:16.33,2:18:21.5,247503,90.0,r,53,22.7723999023,20131027,3828662,0,2016/2/21 02:18:07,807
2013/11/8 03:07:15,0:11:46.57,2:15:08.4,251777,90.0,r,28,22.9306983948,20131107,3824201,0,2016/2/21 02:18:07,807
2013/9/30 03:53:07,0:09:00.02,1:13:05.8,239661,90.0,r,11,22.2555999756,20130929,909552,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:08:10.13,1:07:38.3,243496,90.0,z,41,21.4750995636,20131012,2678336,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:08:10.03,1:07:37.6,243514,90.0,i,41,21.6903991699,20131012,3699514,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:07:17.69,1:01:52.6,247499,90.0,r,59,22.3765983582,20131027,3818157,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:11:19.84,2:36:45.1,239654,90.0,i,38,21.617099762,20130929,3360580,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:00.14,2:25:26.6,243110,90.0,i,20,22.8793983459,20131011,2474227,0,2016/2/21 02:18:07,807
2013/11/8 03:07:15,0:07:22.82,2:02:03.0,251777,90.0,r,32,21.7197990417,20131107,3825964,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:56:44.94,-0:03:18.5,239651,90.0,r,59,21.8970985413,20130929,3251886,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:44.94,-0:03:18.5,239652,90.0,i,59,21.2800998688,20130929,3466430,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:55:50.66,-0:08:52.8,243108,90.0,i,39,21.3281993866,20131011,2480372,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:55:50.65,-0:08:53.0,243109,90.0,z,39,21.0214996338,20131011,2418673,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:55:46.51,-0:09:18.6,243485,90.0,z,16,20.9412994385,20131012,3598759,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:55:46.44,-0:09:18.8,243494,90.0,i,16,21.3763999939,20131012,2610032,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:54:46.45,-0:15:27.6,247497,90.0,r,36,21.6798000336,20131027,3801912,0,2016/2/21 02:18:07,807
2013/11/8 03:13:45,23:54:10.20,-0:19:08.5,251780,90.0,r,12,21.9813995361,20131107,3795574,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:52:28.65,1:05:21.2,239651,90.0,r,13,22.1723995209,20130929,3142225,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:52:28.65,1:05:21.3,239652,90.0,i,13,21.8111991882,20130929,3307765,0,2016/2/21 02:18:07,807
