,tmpid,designation,ra-hms,dec-dms,v,offset_ra,offset_dec,motion_ra,motion_dec,orbit,comment,id,linkrun,objid,date_obs,ra,dec,expnum,exptime,band,ccd,mag,nite,fakeid,date_added,obscode
281,000538, (98096) 2000 RR77       ,23 50 35.0 ,+01 11 53  ,19.8   ,0.7E   ,5.5S    ,30-    , 9-  , 11o  ,None needed at this time.,38845d93-2e8e-4bb0-8546-522052fce711,wsdiff_S82_lon_gt_minus2,2220671,2013-10-12 02:22:03,23:50:32.26,1:17:25.5,243094,90.0,i,20,22.8238983154,20131011,0,2016-02-21 02:18:07,807
282,000539, (73051) 2002 EQ126      ,23 50 40.9 ,+01 13 49  ,17.6   ,3.3E   ,2.9S    , 2-    ,30-  , 12o  ,None needed at this time.,38845d93-2e8e-4bb0-8546-522052fce711,wsdiff_S82_lon_gt_minus2,3461534,2013-10-13 01:33:07,23:50:27.79,1:16:45.6,243479,90.0,z,3,22.6448993683,20131012,0,2016-02-21 02:18:07,807
283,000539,(186536) 2002 VQ105      ,23 50 27.7 ,+01 09 20  ,19.3   ,0.0W   ,7.4S    ,22-    , 1-  , 11o  ,None needed at this time.,38845d93-2e8e-4bb0-8546-522052fce711,wsdiff_S82_lon_gt_minus2,3461534,2013-10-13 01:33:07,23:50:27.79,1:16:45.6,243479,90.0,z,3,22.6448993683,20131012,0,2016-02-21 02:18:07,807
284,000376,(372172) 2008 TH51       ,23 56 56.3 ,+00 04 46  ,19.9   ,2.8E   ,8.1N    ,27-    ,17-  ,  7o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3251886,2013-09-30 03:31:33,23:56:44.94,-0:03:18.5,239651,90.0,r,59,21.8970985413,20130929,0,2016-02-21 02:18:07,807
285,000376,  (1126) Otero           ,23 57 18.7 ,-00 01 00  ,14.9   ,8.4E   ,2.3N    ,40-    , 9-  , 28o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3251886,2013-09-30 03:31:33,23:56:44.94,-0:03:18.5,239651,90.0,r,59,21.8970985413,20130929,0,2016-02-21 02:18:07,807
286,000377,(372172) 2008 TH51       ,23 56 56.3 ,+00 04 45  ,19.9   ,2.8E   ,8.1N    ,27-    ,17-  ,  7o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3466430,2013-09-30 03:33:40,23:56:44.94,-0:03:18.5,239652,90.0,i,59,21.2800998688,20130929,0,2016-02-21 02:18:07,807
287,000377,  (1126) Otero           ,23 57 18.6 ,-00 01 01  ,14.9   ,8.4E   ,2.3N    ,40-    , 9-  , 28o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3466430,2013-09-30 03:33:40,23:56:44.94,-0:03:18.5,239652,90.0,i,59,21.2800998688,20130929,0,2016-02-21 02:18:07,807
288,000378, (26483) 2000 AX204      ,23 56 07.0 ,-00 14 12  ,17.7   ,4.1E   ,5.3S    ,22-    ,32-  , 19o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,2480372,2013-10-12 02:50:41,23:55:50.66,-0:08:52.8,243108,90.0,i,39,21.3281993866,20131011,0,2016-02-21 02:18:07,807
289,000378, (48008) 2001 BX67       ,23 56 15.7 ,-00 13 21  ,19.4   ,6.3E   ,4.5S    ,29-    , 7-  , 14o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,2480372,2013-10-12 02:50:41,23:55:50.66,-0:08:52.8,243108,90.0,i,39,21.3281993866,20131011,0,2016-02-21 02:18:07,807
290,000379, (26483) 2000 AX204      ,23 56 06.9 ,-00 14 13  ,17.7   ,4.1E   ,5.3S    ,22-    ,32-  , 19o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,2418673,2013-10-12 02:52:40,23:55:50.65,-0:08:53.0,243109,90.0,z,39,21.0214996338,20131011,0,2016-02-21 02:18:07,807
291,000379, (48008) 2001 BX67       ,23 56 15.7 ,-00 13 22  ,19.4   ,6.3E   ,4.5S    ,29-    , 7-  , 14o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,2418673,2013-10-12 02:52:40,23:55:50.65,-0:08:53.0,243109,90.0,z,39,21.0214996338,20131011,0,2016-02-21 02:18:07,807
292,000380, (48008) 2001 BX67       ,23 55 29.5 ,-00 16 47  ,19.5   ,4.3W   ,7.5S    ,28-    , 7-  , 14o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3598759,2013-10-13 01:45:59,23:55:46.51,-0:09:18.6,243485,90.0,z,16,20.9412994385,20131012,0,2016-02-21 02:18:07,807
293,000381, (48008) 2001 BX67       ,23 55 28.8 ,-00 16 50  ,19.5   ,4.4W   ,7.5S    ,28-    , 7-  , 14o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,2610032,2013-10-13 02:05:09,23:55:46.44,-0:09:18.8,243494,90.0,i,16,21.3763999939,20131012,0,2016-02-21 02:18:07,807
294,000382,(213479) 2002 EY135      ,23 54 38.0 ,-00 18 47  ,19.7   ,2.1W   ,3.3S    ,14+    ,14+  , 10o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3801912,2013-10-28 01:22:51,23:54:46.45,-0:15:27.6,247497,90.0,r,36,21.6798000336,20131027,0,2016-02-21 02:18:07,807
295,000382,(119295) 2001 SV9        ,23 54 50.8 ,-00 20 32  ,19.8   ,1.1E   ,5.1S    , 6-    , 1-  , 11o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3801912,2013-10-28 01:22:51,23:54:46.45,-0:15:27.6,247497,90.0,r,36,21.6798000336,20131027,0,2016-02-21 02:18:07,807
296,000383, (16882) 1998 BO13       ,23 54 05.4 ,-00 17 04  ,19.7   ,1.2W   ,2.1N    , 6-    , 2-  , 17o  ,None needed at this time.,3925945c-8517-4968-bf35-7247705d9252,wsdiff_S82_lon_gt_minus2,3795574,2013-11-08 03:13:45,23:54:10.20,-0:19:08.5,251780,90.0,r,12,21.9813995361,20131107,0,2016-02-21 02:18:07,807
297,000657,(160076) 2000 GS8        ,00 14 30.4 ,+01 56 55  ,18.6   ,1.5E   ,6.1S    ,33-    , 4-  , 11o  ,None needed at this time.,39b33c43-ab99-4ee4-a67b-9411b4bbf3d7,wsdiff_S82_lon_gt_minus2,3142657,2013-09-30 03:48:55,0:14:24.39,2:02:59.6,239659,90.0,r,15,20.8379993439,20130929,0,2016-02-21 02:18:07,807
298,000657, (48743) 1997 EE57       ,00 14 12.8 ,+01 56 12  ,19.5   ,2.9W   ,6.8S    ,36-    ,13-  , 14o  ,None needed at this time.,39b33c43-ab99-4ee4-a67b-9411b4bbf3d7,wsdiff_S82_lon_gt_minus2,3142657,2013-09-30 03:48:55,0:14:24.39,2:02:59.6,239659,90.0,r,15,20.8379993439,20130929,0,2016-02-21 02:18:07,807
299,000659,(178424) 1998 SS85       ,00 11 19.3 ,+01 47 30  ,19.5   ,0.4E   ,5.5N    ,12-    , 7+  ,  9o  ,None needed at this time.,39b33c43-ab99-4ee4-a67b-9411b4bbf3d7,wsdiff_S82_lon_gt_minus2,3797701,2013-10-28 01:43:05,0:11:17.76,1:42:00.4,247507,90.0,r,1,20.5635986328,20131027,0,2016-02-21 02:18:07,807
300,000659, (24204) Trinkle         ,00 11 02.5 ,+01 50 03  ,18.9   ,3.8W   ,8.0N    ,13-    , 4-  , 16o  ,None needed at this time.,39b33c43-ab99-4ee4-a67b-9411b4bbf3d7,wsdiff_S82_lon_gt_minus2,3797701,2013-10-28 01:43:05,0:11:17.76,1:42:00.4,247507,90.0,r,1,20.5635986328,20131027,0,2016-02-21 02:18:07,807
301,000737,(160887) 2001 QD223      ,23 55 33.0 ,-00 12 28  ,19.1   ,0.6E   ,4.5S    ,27-    ,10-  , 14o  ,None needed at this time.,3e066b3e-ea75-4f4a-bb55-e448b1dae16e,wsdiff_S82_lon_gt_minus2,3464429,2013-09-30 03:33:40,23:55:30.74,-0:07:56.5,239652,90.0,i,58,22.3149986267,20130929,0,2016-02-21 02:18:07,807
302,000737, (46729) 1997 SJ31       ,23 55 17.2 ,+00 00 45  ,19.4   ,3.4W   ,8.7N    ,28-    ,11-  , 15o  ,None needed at this time.,3e066b3e-ea75-4f4a-bb55-e448b1dae16e,wsdiff_S82_lon_gt_minus2,3464429,2013-09-30 03:33:40,23:55:30.74,-0:07:56.5,239652,90.0,i,58,22.3149986267,20130929,0,2016-02-21 02:18:07,807
303,000738,(375816) 2009 UP26       ,23 53 17.3 ,-00 10 04  ,19.8   ,8.0W   ,5.5N    ,13-    ,15-  ,  5o  ,None needed at this time.,3e066b3e-ea75-4f4a-bb55-e448b1dae16e,wsdiff_S82_lon_gt_minus2,2605936,2013-10-13 02:05:09,23:53:49.44,-0:15:31.9,243494,90.0,i,14,22.2059993744,20131012,0,2016-02-21 02:18:07,807
304,000739,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,3e066b3e-ea75-4f4a-bb55-e448b1dae16e,wsdiff_S82_lon_gt_minus2,3808787,2013-10-28 01:22:51,23:52:02.21,-0:23:17.4,247497,90.0,r,41,23.356300354,20131027,0,2016-02-21 02:18:07,807
305,000434, (23279) Chenhungjen     ,00 07 16.8 ,+02 56 11  ,16.6   ,2.0W   ,4.5N    ,37-    , 6-  , 14o  ,None needed at this time.,3ec4ffe4-3e22-47b8-95e9-a57e9a250ee7,wsdiff_S82_lon_gt_minus2,3157556,2013-09-30 03:35:49,0:07:24.65,2:51:42.3,239653,90.0,r,21,20.6898002625,20130929,0,2016-02-21 02:18:07,807
306,000434, (82435) 2001 OX3        ,00 07 08.2 ,+02 54 58  ,17.6   ,4.1W   ,3.3N    ,31-    , 5-  , 12o  ,None needed at this time.,3ec4ffe4-3e22-47b8-95e9-a57e9a250ee7,wsdiff_S82_lon_gt_minus2,3157556,2013-09-30 03:35:49,0:07:24.65,2:51:42.3,239653,90.0,r,21,20.6898002625,20130929,0,2016-02-21 02:18:07,807
307,000434,(121401) 1999 TX129      ,00 06 54.6 ,+02 49 20  ,18.9   ,7.5W   ,2.4S    ,33-    , 9-  , 12o  ,None needed at this time.,3ec4ffe4-3e22-47b8-95e9-a57e9a250ee7,wsdiff_S82_lon_gt_minus2,3157556,2013-09-30 03:35:49,0:07:24.65,2:51:42.3,239653,90.0,r,21,20.6898002625,20130929,0,2016-02-21 02:18:07,807
308,000434,(371005) 2005 TC138      ,00 07 35.1 ,+02 59 41  ,19.9   ,2.6E   ,8.0N    ,29-    ,28-  ,  7o  ,None needed at this time.,3ec4ffe4-3e22-47b8-95e9-a57e9a250ee7,wsdiff_S82_lon_gt_minus2,3157556,2013-09-30 03:35:49,0:07:24.65,2:51:42.3,239653,90.0,r,21,20.6898002625,20130929,0,2016-02-21 02:18:07,807
309,000436,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,3ec4ffe4-3e22-47b8-95e9-a57e9a250ee7,wsdiff_S82_lon_gt_minus2,3776831,2013-10-28 01:26:57,0:05:02.12,2:36:26.9,247499,90.0,r,5,20.8626995087,20131027,0,2016-02-21 02:18:07,807
310,000624,(268374) 2005 TU164      ,23 54 09.7 ,+01 30 02  ,19.5   ,5.8W   ,7.3N    ,33-    ,10-  ,  8o  ,None needed at this time.,3f458ff9-1943-4499-843e-eeeb111e2a34,wsdiff_S82_lon_gt_minus2,3126252,2013-09-30 03:31:33,23:54:32.91,1:22:41.8,239651,90.0,r,5,22.9988994598,20130929,0,2016-02-21 02:18:07,807
311,000625,(268374) 2005 TU164      ,23 54 09.7 ,+01 30 02  ,19.5   ,5.8W   ,7.3N    ,33-    ,10-  ,  8o  ,None needed at this time.,3f458ff9-1943-4499-843e-eeeb111e2a34,wsdiff_S82_lon_gt_minus2,3270458,2013-09-30 03:33:40,23:54:32.89,1:22:41.6,239652,90.0,i,5,22.9104003906,20130929,0,2016-02-21 02:18:07,807
312,000627,         2013 RL68       ,23 53 44.5 ,+01 20 16  ,19.7   ,2.3W   ,2.0N    ,29-    ,14+  ,  4o  ,"Very desirable between 2016 Mar. 10-Apr. 9.  (170.8,+04.4,21.2)",3f458ff9-1943-4499-843e-eeeb111e2a34,wsdiff_S82_lon_gt_minus2,3507404,2013-10-13 01:56:29,23:53:53.58,1:18:14.7,243490,90.0,i,34,22.8628005981,20131012,0,2016-02-21 02:18:07,807
313,000630,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,3f458ff9-1943-4499-843e-eeeb111e2a34,wsdiff_S82_lon_gt_minus2,3809918,2013-11-08 02:57:04,23:52:48.44,1:10:32.8,251772,90.0,r,28,23.3373985291,20131107,0,2016-02-21 02:18:07,807
314,000176, (57677) 2001 UT41       ,00 15 43.9 ,+00 56 40  ,19.3   ,4.5W   ,6.1N    ,31-    ,16-  , 13o  ,None needed at this time.,3f99209d-d217-4611-a965-56a97877db9d,wsdiff_S82_lon_gt_minus2,3319980,2013-09-30 03:51:02,0:16:01.85,0:50:31.5,239660,90.0,i,59,22.0755004883,20130929,0,2016-02-21 02:18:07,807
315,000177,(267621) 2002 RJ221      ,00 15 48.1 ,+00 49 05  ,19.8   ,8.6E   ,3.6N    ,28-    , 3-  , 11o  ,None needed at this time.,3f99209d-d217-4611-a965-56a97877db9d,wsdiff_S82_lon_gt_minus2,2702983,2013-10-13 02:17:39,0:15:13.91,0:45:29.4,243500,90.0,z,16,21.6608009338,20131012,0,2016-02-21 02:18:07,807
316,000178,(267621) 2002 RJ221      ,00 15 47.5 ,+00 49 03  ,19.8   ,8.4E   ,3.6N    ,28-    , 3-  , 11o  ,None needed at this time.,3f99209d-d217-4611-a965-56a97877db9d,wsdiff_S82_lon_gt_minus2,3575879,2013-10-13 02:38:33,0:15:13.88,0:45:29.0,243510,90.0,i,16,22.2052993774,20131012,0,2016-02-21 02:18:07,807
317,000179,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,3f99209d-d217-4611-a965-56a97877db9d,wsdiff_S82_lon_gt_minus2,3827804,2013-11-08 03:57:16,0:13:50.86,0:36:57.4,251800,90.0,r,12,22.6543006897,20131107,0,2016-02-21 02:18:07,807
318,000090, (73401) 2002 LE22       ,00 08 54.4 ,+02 41 34  ,18.8   ,4.3E   ,5.0N    ,30-    ,12-  , 14o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,3179455,2013-09-30 03:35:49,0:08:36.98,2:36:35.6,239653,90.0,r,35,21.9558982849,20130929,0,2016-02-21 02:18:07,807
319,000090,(196026) 2002 SL13       ,00 08 12.2 ,+02 34 04  ,18.7   ,6.2W   ,2.5S    ,35-    , 1-  , 11o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,3179455,2013-09-30 03:35:49,0:08:36.98,2:36:35.6,239653,90.0,r,35,21.9558982849,20130929,0,2016-02-21 02:18:07,807
320,000091,(201361) 2002 TX242      ,00 08 00.8 ,+02 32 27  ,19.7   ,2.3E   ,2.2N    ,24-    ,14-  ,  8o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,2031660,2013-10-11 02:53:29,0:07:51.47,2:30:14.6,242744,90.0,z,35,21.0461006165,20131010,0,2016-02-21 02:18:07,807
321,000091,(210531) 1999 FB1        ,00 08 07.9 ,+02 22 52  ,19.3   ,4.1E   ,7.4S    ,25-    ,20-  ,  9o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,2031660,2013-10-11 02:53:29,0:07:51.47,2:30:14.6,242744,90.0,z,35,21.0461006165,20131010,0,2016-02-21 02:18:07,807
322,000091,(110571) 2001 TF115      ,00 07 15.9 ,+02 28 04  ,18.0   ,8.9W   ,2.2S    ,27-    , 4-  , 11o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,2031660,2013-10-11 02:53:29,0:07:51.47,2:30:14.6,242744,90.0,z,35,21.0461006165,20131010,0,2016-02-21 02:18:07,807
323,000091,(242069) 2002 TE91       ,00 07 53.5 ,+02 39 40  ,19.1   ,0.5E   ,9.4N    ,29-    , 0+  ,  8o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,2031660,2013-10-11 02:53:29,0:07:51.47,2:30:14.6,242744,90.0,z,35,21.0461006165,20131010,0,2016-02-21 02:18:07,807
324,000092,(201361) 2002 TX242      ,00 07 21.8 ,+02 26 19  ,19.7   ,6.4W   ,3.4S    ,23-    ,14-  ,  8o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,2462652,2013-10-12 02:54:49,0:07:47.42,2:29:40.4,243110,90.0,i,13,21.4538002014,20131011,0,2016-02-21 02:18:07,807
325,000093,(201361) 2002 TX242      ,00 07 21.7 ,+02 26 18  ,19.7   ,6.4W   ,3.4S    ,23-    ,14-  ,  8o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,1983022,2013-10-12 03:00:52,0:07:47.41,2:29:40.2,243113,90.0,z,13,21.309299469,20131011,0,2016-02-21 02:18:07,807
326,000094, (57922) 2002 FU8        ,00 06 46.4 ,+02 20 46  ,18.0   ,0.3W   ,0.2S    , 2-    ,16-  , 15o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,3781041,2013-10-28 01:26:57,0:06:47.57,2:20:58.7,247499,90.0,r,11,22.0911998749,20131027,0,2016-02-21 02:18:07,807
327,000094,(106106) 2000 TG18       ,00 07 19.4 ,+02 23 54  ,19.6   ,8.0E   ,2.9N    , 9-    ,11-  , 10o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,3781041,2013-10-28 01:26:57,0:06:47.57,2:20:58.7,247499,90.0,r,11,22.0911998749,20131027,0,2016-02-21 02:18:07,807
328,000094,(185266) 2006 UZ128      ,00 06 54.1 ,+02 11 52  ,19.7   ,1.6E   ,9.1S    ,17+    , 3+  , 10o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,3781041,2013-10-28 01:26:57,0:06:47.57,2:20:58.7,247499,90.0,r,11,22.0911998749,20131027,0,2016-02-21 02:18:07,807
329,000094,  (9285) Le Corre        ,00 06 16.5 ,+02 15 49  ,17.9   ,7.8W   ,5.2S    ,11-    , 5-  , 18o  ,None needed at this time.,412039a8-6de1-4af7-a355-3384e568a0a3,wsdiff_S82_lon_gt_minus2,3781041,2013-10-28 01:26:57,0:06:47.57,2:20:58.7,247499,90.0,r,11,22.0911998749,20131027,0,2016-02-21 02:18:07,807
330,000464, (72863) 2001 HJ51       ,00 08 01.6 ,+01 46 48  ,19.2   ,0.8E   ,6.0N    ,23-    ,13-  , 14o  ,None needed at this time.,45c406e8-90be-4b38-8c7c-e84509723acb,wsdiff_S82_lon_gt_minus2,3673063,2013-10-13 02:46:38,0:07:58.48,1:40:45.4,243514,90.0,i,21,22.7096996307,20131012,0,2016-02-21 02:18:07,807
331,000464, (41490) 2000 QX75       ,00 08 35.5 ,+01 38 30  ,18.9   ,9.3E   ,2.3S    ,25-    ,11-  , 14o  ,None needed at this time.,45c406e8-90be-4b38-8c7c-e84509723acb,wsdiff_S82_lon_gt_minus2,3673063,2013-10-13 02:46:38,0:07:58.48,1:40:45.4,243514,90.0,i,21,22.7096996307,20131012,0,2016-02-21 02:18:07,807
332,000465, (26939) Jiachengli      ,00 07 13.1 ,+01 35 23  ,19.5   ,4.4E   ,1.6N    ,10-    ,11-  , 16o  ,None needed at this time.,45c406e8-90be-4b38-8c7c-e84509723acb,wsdiff_S82_lon_gt_minus2,3804644,2013-10-28 01:26:57,0:06:55.48,1:33:46.6,247499,90.0,r,42,23.0869998932,20131027,0,2016-02-21 02:18:07,807
333,000465,(264854) 2002 RF72       ,00 07 24.6 ,+01 27 05  ,19.9   ,7.3E   ,6.7S    ,12+    , 9+  , 11o  ,None needed at this time.,45c406e8-90be-4b38-8c7c-e84509723acb,wsdiff_S82_lon_gt_minus2,3804644,2013-10-28 01:26:57,0:06:55.48,1:33:46.6,247499,90.0,r,42,23.0869998932,20131027,0,2016-02-21 02:18:07,807
334,000321,(109851) 2001 RG132      ,00 06 19.4 ,-04 11 42  ,18.9   ,2.8W   ,2.8S    ,35-    ,10-  ,  9o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1522100,2013-10-04 05:25:03,0:06:30.79,-4:08:55.0,241142,90.0,r,9,22.4539985657,20131003,0,2016-02-21 02:18:07,807
335,000321, (10915) 1997 YU16       ,00 06 04.5 ,-04 12 27  ,18.1   ,6.5W   ,3.5S    ,31-    ,11-  , 19o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1522100,2013-10-04 05:25:03,0:06:30.79,-4:08:55.0,241142,90.0,r,9,22.4539985657,20131003,0,2016-02-21 02:18:07,807
336,000321,(102592) 1999 VE1        ,00 06 51.7 ,-04 14 36  ,17.9   ,5.2E   ,5.7S    ,42-    , 1+  , 12o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1522100,2013-10-04 05:25:03,0:06:30.79,-4:08:55.0,241142,90.0,r,9,22.4539985657,20131003,0,2016-02-21 02:18:07,807
337,000321,(187291) 2005 TY99       ,00 06 03.5 ,-04 03 57  ,18.6   ,6.8W   ,5.0N    ,37-    , 1-  , 10o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1522100,2013-10-04 05:25:03,0:06:30.79,-4:08:55.0,241142,90.0,r,9,22.4539985657,20131003,0,2016-02-21 02:18:07,807
338,000322,(109851) 2001 RG132      ,00 06 19.3 ,-04 11 42  ,18.9   ,2.9W   ,2.8S    ,35-    ,10-  ,  9o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1613563,2013-10-04 05:27:04,0:06:30.79,-4:08:55.0,241143,90.0,i,9,22.2024002075,20131003,0,2016-02-21 02:18:07,807
339,000322, (10915) 1997 YU16       ,00 06 04.5 ,-04 12 28  ,18.1   ,6.6W   ,3.5S    ,31-    ,11-  , 19o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1613563,2013-10-04 05:27:04,0:06:30.79,-4:08:55.0,241143,90.0,i,9,22.2024002075,20131003,0,2016-02-21 02:18:07,807
340,000322,(102592) 1999 VE1        ,00 06 51.6 ,-04 14 36  ,17.9   ,5.2E   ,5.7S    ,42-    , 1+  , 12o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1613563,2013-10-04 05:27:04,0:06:30.79,-4:08:55.0,241143,90.0,i,9,22.2024002075,20131003,0,2016-02-21 02:18:07,807
341,000322,(187291) 2005 TY99       ,00 06 03.4 ,-04 03 57  ,18.6   ,6.8W   ,5.0N    ,37-    , 1-  , 10o  ,None needed at this time.,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,1613563,2013-10-04 05:27:04,0:06:30.79,-4:08:55.0,241143,90.0,i,9,22.2024002075,20131003,0,2016-02-21 02:18:07,807
342,000324,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,4695770e-b4df-4996-8210-500f331db63b,wsdiff_S82_lon_gt_minus2,3799257,2013-11-08 03:44:39,0:04:16.65,-4:22:03.0,251794,90.0,i,10,22.2423000336,20131107,0,2016-02-21 02:18:07,807
343,000097,(192514) 1998 RP12       ,00 10 20.6 ,+01 12 56  ,20.0   ,4.3E   ,1.3N    ,24-    ,12-  , 11o  ,None needed at this time.,482e8235-0880-4c01-a071-6f0d1f5e410d,wsdiff_S82_lon_gt_minus2,2529629,2013-10-12 02:54:49,0:10:03.36,1:11:38.9,243110,90.0,i,60,22.9050998688,20131011,0,2016-02-21 02:18:07,807
344,000098,(192514) 1998 RP12       ,00 10 20.4 ,+01 12 54  ,20.0   ,4.3E   ,1.3N    ,24-    ,12-  , 11o  ,None needed at this time.,482e8235-0880-4c01-a071-6f0d1f5e410d,wsdiff_S82_lon_gt_minus2,2082985,2013-10-12 03:00:52,0:10:03.36,1:11:38.5,243113,90.0,z,60,22.5593986511,20131011,0,2016-02-21 02:18:07,807
345,000100,(221360) 2005 WZ151      ,00 09 03.5 ,+01 04 47  ,19.4   ,1.3E   ,2.2N    , 2-    , 4+  , 11o  ,None needed at this time.,482e8235-0880-4c01-a071-6f0d1f5e410d,wsdiff_S82_lon_gt_minus2,3809321,2013-10-28 01:43:05,0:08:58.06,1:02:35.5,247507,90.0,r,19,23.2760009766,20131027,0,2016-02-21 02:18:07,807
346,000678,  (1126) Otero           ,23 57 18.7 ,-00 01 00  ,14.9   ,1.8E   ,4.3N    ,40-    , 9-  , 28o  ,None needed at this time.,48780d5b-91a2-420d-afd8-76b0ab1127fe,wsdiff_S82_lon_gt_minus2,3251904,2013-09-30 03:31:33,23:57:11.64,-0:05:19.7,239651,90.0,r,59,22.5473995209,20130929,0,2016-02-21 02:18:07,807
347,000680, (16882) 1998 BO13       ,23 54 05.4 ,-00 17 04  ,19.7   ,3.5E   ,2.7S    , 6-    , 2-  , 17o  ,None needed at this time.,48780d5b-91a2-420d-afd8-76b0ab1127fe,wsdiff_S82_lon_gt_minus2,3791622,2013-11-08 03:13:45,23:53:51.45,-0:14:20.4,251780,90.0,r,7,21.9631996155,20131107,0,2016-02-21 02:18:07,807
348,000242,(323742) 2005 ME42       ,23 56 51.0 ,+00 07 35  ,20.0   ,8.7E   ,3.7N    ,31-    ,21-  ,  6o  ,None needed at this time.,4c2b0ea6-675c-4c05-875d-56e9ea0f3d99,wsdiff_S82_lon_gt_minus2,3238742,2013-09-30 03:31:33,23:56:16.05,0:03:52.7,239651,90.0,r,54,22.1156997681,20130929,0,2016-02-21 02:18:07,807
349,000243,(323742) 2005 ME42       ,23 56 50.9 ,+00 07 35  ,20.0   ,8.7E   ,3.7N    ,31-    ,21-  ,  6o  ,None needed at this time.,4c2b0ea6-675c-4c05-875d-56e9ea0f3d99,wsdiff_S82_lon_gt_minus2,3451910,2013-09-30 03:33:40,23:56:16.04,0:03:52.8,239652,90.0,i,54,22.5299987793,20130929,0,2016-02-21 02:18:07,807
350,000244, (13637) 1995 YO3        ,23 55 14.0 ,+00 00 41  ,17.6   ,1.4W   ,1.5N    ,26-    ,11-  , 14o  ,None needed at this time.,4c2b0ea6-675c-4c05-875d-56e9ea0f3d99,wsdiff_S82_lon_gt_minus2,2465988,2013-10-12 02:50:41,23:55:19.74,-0:00:49.7,243108,90.0,i,32,22.539100647,20131011,0,2016-02-21 02:18:07,807
351,000244, (27370) 2000 EM40       ,23 55 24.7 ,+00 08 51  ,18.4   ,1.2E   ,9.7N    ,23-    , 6-  , 18o  ,None needed at this time.,4c2b0ea6-675c-4c05-875d-56e9ea0f3d99,wsdiff_S82_lon_gt_minus2,2465988,2013-10-12 02:50:41,23:55:19.74,-0:00:49.7,243108,90.0,i,32,22.539100647,20131011,0,2016-02-21 02:18:07,807
