,tmpid,designation,ra-hms,dec-dms,v,offset_ra,offset_dec,motion_ra,motion_dec,orbit,comment,id,linkrun,objid,date_obs,ra,dec,expnum,exptime,band,ccd,mag,nite,fakeid,date_added,obscode
500,000241,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,71a9d8a6-a029-415c-beee-756e1cd843df,wsdiff_S82_lon_gt_minus2,3810586,2013-10-28 01:26:57,0:02:59.23,1:17:22.8,247499,90.0,r,51,22.0443000793,20131027,0,2016-02-21 02:18:07,807
501,000712,(222685) 2001 YF115      ,00 05 41.6 ,+01 29 28  ,17.5   ,3.2W   ,2.6S    ,26-    , 6+  ,  8o  ,None needed at this time.,72610188-f204-4c90-b7c6-dbc8ecc37afc,wsdiff_S82_lon_gt_minus2,2070063,2013-10-11 02:49:18,0:05:54.47,1:32:04.5,242742,90.0,z,38,22.0266990662,20131010,0,2016-02-21 02:18:07,807
502,000712,(160076) 2000 GS8        ,00 05 28.7 ,+01 37 37  ,18.9   ,6.4W   ,5.5N    ,29-    , 3-  , 11o  ,None needed at this time.,72610188-f204-4c90-b7c6-dbc8ecc37afc,wsdiff_S82_lon_gt_minus2,2070063,2013-10-11 02:49:18,0:05:54.47,1:32:04.5,242742,90.0,z,38,22.0266990662,20131010,0,2016-02-21 02:18:07,807
503,000715, 183P/Korlevic-Juric     ,00 04 32.4 ,+01 20 24  ,       ,3.5W   ,3.3S    ,16-    , 1-  ,cmt   ,(r =   5.05 AU),72610188-f204-4c90-b7c6-dbc8ecc37afc,wsdiff_S82_lon_gt_minus2,3808619,2013-10-28 01:26:57,0:04:46.45,1:23:42.2,247499,90.0,r,47,23.5933990479,20131027,0,2016-02-21 02:18:07,807
504,000715, (93121) 2000 SY59       ,00 04 22.9 ,+01 24 50  ,19.8   ,5.9W   ,1.1N    , 9-    , 7-  , 13o  ,None needed at this time.,72610188-f204-4c90-b7c6-dbc8ecc37afc,wsdiff_S82_lon_gt_minus2,3808619,2013-10-28 01:26:57,0:04:46.45,1:23:42.2,247499,90.0,r,47,23.5933990479,20131027,0,2016-02-21 02:18:07,807
505,000715, (77129) 2001 DX97       ,00 05 19.2 ,+01 19 00  ,19.7   ,8.2E   ,4.7S    ,16-    , 1-  , 13o  ,None needed at this time.,72610188-f204-4c90-b7c6-dbc8ecc37afc,wsdiff_S82_lon_gt_minus2,3808619,2013-10-28 01:26:57,0:04:46.45,1:23:42.2,247499,90.0,r,47,23.5933990479,20131027,0,2016-02-21 02:18:07,807
506,000670,         2013 RV40       ,00 11 02.9 ,+02 38 17  ,19.8   ,7.3W   ,2.8S    ,37-    , 2+  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (108.1,-23.6,21.8)",73cbc241-8d66-4093-b856-f458305ef3b7,wsdiff_S82_lon_gt_minus2,1971970,2013-10-12 03:00:52,0:11:32.16,2:41:07.5,243113,90.0,z,10,22.1112995148,20131011,0,2016-02-21 02:18:07,807
507,000670,    (94) Aurora          ,00 12 06.4 ,+02 42 07  ,11.9   ,8.6E   ,1.0N    ,29-    , 5-  , 65o  ,None needed at this time.,73cbc241-8d66-4093-b856-f458305ef3b7,wsdiff_S82_lon_gt_minus2,1971970,2013-10-12 03:00:52,0:11:32.16,2:41:07.5,243113,90.0,z,10,22.1112995148,20131011,0,2016-02-21 02:18:07,807
508,000672, (69614) 1998 FK48       ,00 10 52.1 ,+02 30 31  ,19.4   ,6.8E   ,2.4S    , 1-    , 7-  , 12o  ,None needed at this time.,73cbc241-8d66-4093-b856-f458305ef3b7,wsdiff_S82_lon_gt_minus2,3812391,2013-11-08 03:07:15,0:10:24.89,2:32:56.7,251777,90.0,r,15,21.3472995758,20131107,0,2016-02-21 02:18:07,807
509,000672, (60725) 2000 GH74       ,00 10 31.8 ,+02 42 13  ,19.8   ,1.7E   ,9.3N    , 8-    , 6-  , 18o  ,None needed at this time.,73cbc241-8d66-4093-b856-f458305ef3b7,wsdiff_S82_lon_gt_minus2,3812391,2013-11-08 03:07:15,0:10:24.89,2:32:56.7,251777,90.0,r,15,21.3472995758,20131107,0,2016-02-21 02:18:07,807
510,000455, (20965) Kutafin         ,00 10 43.3 ,+02 50 54  ,17.0   ,3.1W   ,3.5N    ,38-    , 0+  , 16o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3172037,2013-09-30 03:35:49,0:10:55.80,2:47:26.5,239653,90.0,r,30,21.7742996216,20130929,0,2016-02-21 02:18:07,807
511,000455,   (832) Karin           ,00 11 13.6 ,+02 52 06  ,14.6   ,4.4E   ,4.7N    ,30-    ,13-  , 34o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3172037,2013-09-30 03:35:49,0:10:55.80,2:47:26.5,239653,90.0,r,30,21.7742996216,20130929,0,2016-02-21 02:18:07,807
512,000455, (42337) 2001 YK16       ,00 11 15.2 ,+02 52 15  ,19.2   ,4.9E   ,4.8N    ,32-    ,13-  , 14o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3172037,2013-09-30 03:35:49,0:10:55.80,2:47:26.5,239653,90.0,r,30,21.7742996216,20130929,0,2016-02-21 02:18:07,807
513,000455,         2002 EO34       ,00 11 13.9 ,+02 39 20  ,19.9   ,4.5E   ,8.1S    ,43-    , 2+  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 98.1,-33.0,21.6)",75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3172037,2013-09-30 03:35:49,0:10:55.80,2:47:26.5,239653,90.0,r,30,21.7742996216,20130929,0,2016-02-21 02:18:07,807
514,000455,(271839) 2004 TG199      ,00 11 03.2 ,+02 38 20  ,19.0   ,1.9E   ,9.1S    ,29-    ,17-  ,  6o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3172037,2013-09-30 03:35:49,0:10:55.80,2:47:26.5,239653,90.0,r,30,21.7742996216,20130929,0,2016-02-21 02:18:07,807
515,000456, (20965) Kutafin         ,00 10 43.2 ,+02 50 54  ,17.0   ,3.1W   ,3.5N    ,38-    , 0+  , 16o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3335838,2013-09-30 03:37:56,0:10:55.78,2:47:26.5,239654,90.0,i,30,21.1812992096,20130929,0,2016-02-21 02:18:07,807
516,000456,   (832) Karin           ,00 11 13.5 ,+02 52 05  ,14.6   ,4.4E   ,4.6N    ,30-    ,13-  , 34o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3335838,2013-09-30 03:37:56,0:10:55.78,2:47:26.5,239654,90.0,i,30,21.1812992096,20130929,0,2016-02-21 02:18:07,807
517,000456, (42337) 2001 YK16       ,00 11 15.2 ,+02 52 15  ,19.2   ,4.8E   ,4.8N    ,32-    ,13-  , 14o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3335838,2013-09-30 03:37:56,0:10:55.78,2:47:26.5,239654,90.0,i,30,21.1812992096,20130929,0,2016-02-21 02:18:07,807
518,000456,         2002 EO34       ,00 11 13.8 ,+02 39 20  ,19.9   ,4.5E   ,8.1S    ,43-    , 2+  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 98.1,-33.0,21.6)",75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3335838,2013-09-30 03:37:56,0:10:55.78,2:47:26.5,239654,90.0,i,30,21.1812992096,20130929,0,2016-02-21 02:18:07,807
519,000456,(271839) 2004 TG199      ,00 11 03.1 ,+02 38 19  ,19.0   ,1.8E   ,9.1S    ,29-    ,17-  ,  6o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3335838,2013-09-30 03:37:56,0:10:55.78,2:47:26.5,239654,90.0,i,30,21.1812992096,20130929,0,2016-02-21 02:18:07,807
520,000457,         2008 HV68       ,00 09 37.8 ,+02 41 48  ,19.4   ,7.4W   ,0.9N    , 4-    ,14-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (173.1,+07.1,23.0)",75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,2020764,2013-10-11 02:53:29,0:10:07.28,2:40:55.3,242744,90.0,z,30,20.6779994965,20131010,0,2016-02-21 02:18:07,807
521,000457,(287085) 2002 RN69       ,00 09 39.5 ,+02 34 39  ,19.2   ,6.9W   ,6.3S    ,31-    , 1-  ,  8o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,2020764,2013-10-11 02:53:29,0:10:07.28,2:40:55.3,242744,90.0,z,30,20.6779994965,20131010,0,2016-02-21 02:18:07,807
522,000458,         2013 RT40       ,00 09 55.1 ,+02 32 51  ,19.4   ,2.0W   ,7.5S    ,31-    , 6+  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (148.0,-00.6,21.4)",75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,2453845,2013-10-12 02:54:49,0:10:02.98,2:40:20.0,243110,90.0,i,9,21.0962982178,20131011,0,2016-02-21 02:18:07,807
523,000458, (58234) 1993 FY50       ,00 10 32.6 ,+02 43 00  ,18.9   ,7.4E   ,2.7N    ,25-    ,12-  , 15o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,2453845,2013-10-12 02:54:49,0:10:02.98,2:40:20.0,243110,90.0,i,9,21.0962982178,20131011,0,2016-02-21 02:18:07,807
524,000458,(138959) 2001 CZ2        ,00 10 09.2 ,+02 30 58  ,19.0   ,1.5E   ,9.4S    ,33-    , 5-  ,  9o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,2453845,2013-10-12 02:54:49,0:10:02.98,2:40:20.0,243110,90.0,i,9,21.0962982178,20131011,0,2016-02-21 02:18:07,807
525,000459,         2013 RT40       ,00 09 54.8 ,+02 32 51  ,19.4   ,2.0W   ,7.5S    ,31-    , 6+  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (148.0,-00.6,21.4)",75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,1973133,2013-10-12 03:00:52,0:10:02.97,2:40:19.8,243113,90.0,z,9,20.8612995148,20131011,0,2016-02-21 02:18:07,807
526,000459, (58234) 1993 FY50       ,00 10 32.4 ,+02 42 58  ,18.9   ,7.4E   ,2.6N    ,25-    ,12-  , 15o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,1973133,2013-10-12 03:00:52,0:10:02.97,2:40:19.8,243113,90.0,z,9,20.8612995148,20131011,0,2016-02-21 02:18:07,807
527,000459,(138959) 2001 CZ2        ,00 10 08.9 ,+02 30 57  ,19.0   ,1.5E   ,9.4S    ,33-    , 5-  ,  9o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,1973133,2013-10-12 03:00:52,0:10:02.97,2:40:19.8,243113,90.0,z,9,20.8612995148,20131011,0,2016-02-21 02:18:07,807
528,000460,(132885) 2002 RK149      ,00 08 59.2 ,+02 32 54  ,19.7   ,0.0E   ,1.5N    ,16-    , 0-  , 12o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3808712,2013-10-28 01:34:59,0:08:59.07,2:31:24.9,247503,90.0,r,39,21.7000007629,20131027,0,2016-02-21 02:18:07,807
529,000460, (23003) Ziminski        ,00 09 13.6 ,+02 28 14  ,19.1   ,3.6E   ,3.2S    , 9-    , 6-  , 18o  ,None needed at this time.,75a566eb-e655-46fa-8325-f6dfd76252d6,wsdiff_S82_lon_gt_minus2,3808712,2013-10-28 01:34:59,0:08:59.07,2:31:24.9,247503,90.0,r,39,21.7000007629,20131027,0,2016-02-21 02:18:07,807
530,000619,(328586) 2009 SQ49       ,23 59 05.3 ,+01 51 21  ,18.7   ,6.2E   ,0.2N    ,41-    , 4+  ,  7o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3103005,2013-09-30 03:10:13,23:58:40.63,1:51:06.4,239641,90.0,r,19,22.2855987549,20130929,0,2016-02-21 02:18:07,807
531,000619,  (4646) Kwee            ,23 58 28.6 ,+01 57 39  ,16.3   ,3.0W   ,6.5N    ,33-    ,11-  , 21o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3103005,2013-09-30 03:10:13,23:58:40.63,1:51:06.4,239641,90.0,r,19,22.2855987549,20130929,0,2016-02-21 02:18:07,807
532,000619,(222838) 2002 EO52       ,23 59 09.0 ,+01 45 23  ,20.0   ,7.1E   ,5.7S    ,33-    , 9-  , 10o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3103005,2013-09-30 03:10:13,23:58:40.63,1:51:06.4,239641,90.0,r,19,22.2855987549,20130929,0,2016-02-21 02:18:07,807
533,000620,(328586) 2009 SQ49       ,23 59 05.3 ,+01 51 21  ,18.7   ,6.2E   ,0.3N    ,41-    , 4+  ,  7o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3110823,2013-09-30 03:12:19,23:58:40.63,1:51:06.3,239642,90.0,i,19,21.8401985168,20130929,0,2016-02-21 02:18:07,807
534,000620,  (4646) Kwee            ,23 58 28.6 ,+01 57 39  ,16.3   ,3.0W   ,6.5N    ,33-    ,11-  , 21o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3110823,2013-09-30 03:12:19,23:58:40.63,1:51:06.3,239642,90.0,i,19,21.8401985168,20130929,0,2016-02-21 02:18:07,807
535,000620,(222838) 2002 EO52       ,23 59 08.9 ,+01 45 23  ,20.0   ,7.1E   ,5.7S    ,33-    , 9-  , 10o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3110823,2013-09-30 03:12:19,23:58:40.63,1:51:06.3,239642,90.0,i,19,21.8401985168,20130929,0,2016-02-21 02:18:07,807
536,000621, (51185) 2000 HP85       ,23 57 44.7 ,+01 45 40  ,18.9   ,0.2E   ,0.7N    ,25-    , 5-  , 15o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,2442685,2013-10-12 02:56:49,23:57:43.68,1:44:55.2,243111,90.0,i,47,21.9374008179,20131011,0,2016-02-21 02:18:07,807
537,000622, (51185) 2000 HP85       ,23 57 44.6 ,+01 45 40  ,18.9   ,0.2E   ,0.8N    ,25-    , 5-  , 15o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,2511421,2013-10-12 02:58:49,23:57:43.67,1:44:54.9,243112,90.0,z,47,21.8199005127,20131011,0,2016-02-21 02:18:07,807
538,000623, (51185) 2000 HP85       ,23 57 05.3 ,+01 43 26  ,18.9   ,8.5W   ,1.0S    ,24-    , 5-  , 15o  ,None needed at this time.,78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,3463083,2013-10-13 01:56:29,23:57:39.32,1:44:26.3,243490,90.0,i,17,21.9133987427,20131012,0,2016-02-21 02:18:07,807
539,000593,(126756) 2002 DS7        ,23 58 38.0 ,+02 04 10  ,18.9   ,2.5E   ,5.1N    ,42-    , 2+  ,  8o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,2018432,2013-10-11 02:49:18,23:58:27.86,1:59:04.7,242742,90.0,z,13,22.2569999695,20131010,0,2016-02-21 02:18:07,807
540,000596, (21197) 1994 PS7        ,23 58 33.5 ,+01 54 15  ,18.5   ,3.4E   ,4.3S    ,24-    ,12-  , 17o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3448063,2013-10-13 01:56:29,23:58:20.05,1:58:31.1,243490,90.0,i,12,22.6823997498,20131012,0,2016-02-21 02:18:07,807
541,000596,(142194) 2002 RF53       ,23 58 31.3 ,+01 52 31  ,18.1   ,2.8E   ,6.0S    ,29-    , 2-  , 10o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3448063,2013-10-13 01:56:29,23:58:20.05,1:58:31.1,243490,90.0,i,12,22.6823997498,20131012,0,2016-02-21 02:18:07,807
542,000596, (40785) 1999 TA29       ,23 58 53.3 ,+02 02 56  ,18.4   ,8.3E   ,4.4N    ,25-    ,14-  , 14o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3448063,2013-10-13 01:56:29,23:58:20.05,1:58:31.1,243490,90.0,i,12,22.6823997498,20131012,0,2016-02-21 02:18:07,807
543,000597, (21197) 1994 PS7        ,23 58 32.4 ,+01 54 07  ,18.5   ,3.1E   ,4.4S    ,24-    ,12-  , 17o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3749731,2013-10-13 02:34:31,23:58:19.94,1:58:30.6,243508,90.0,i,45,22.4988994598,20131012,0,2016-02-21 02:18:07,807
544,000597,(142194) 2002 RF53       ,23 58 29.9 ,+01 52 30  ,18.1   ,2.5E   ,6.0S    ,29-    , 2-  , 10o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3749731,2013-10-13 02:34:31,23:58:19.94,1:58:30.6,243508,90.0,i,45,22.4988994598,20131012,0,2016-02-21 02:18:07,807
545,000597, (40785) 1999 TA29       ,23 58 52.3 ,+02 02 46  ,18.4   ,8.1E   ,4.3N    ,25-    ,14-  , 14o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3749731,2013-10-13 02:34:31,23:58:19.94,1:58:30.6,243508,90.0,i,45,22.4988994598,20131012,0,2016-02-21 02:18:07,807
546,000598,(174085) 2002 GU98       ,23 57 00.7 ,+01 45 33  ,19.5   ,2.7E   ,6.8S    ,27+    ,10+  , 12o  ,None needed at this time.,7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,3785787,2013-11-08 03:05:12,23:56:49.94,1:52:18.6,251776,90.0,r,40,22.7896003723,20131107,0,2016-02-21 02:18:07,807
547,000318, (85031) 2860 P-L        ,23 55 50.4 ,+00 40 03  ,18.9   ,3.7E   ,3.4S    ,29-    ,25-  , 11o  ,None needed at this time.,7f2647a2-94f5-43fa-8bb2-78ea9b7bad4c,wsdiff_S82_lon_gt_minus2,3371214,2013-09-30 03:33:40,23:55:35.57,0:43:28.5,239652,90.0,i,28,23.1362991333,20130929,0,2016-02-21 02:18:07,807
548,000320,(105589) 2000 RV85       ,23 53 17.8 ,+00 34 11  ,19.7   ,6.0W   ,3.0N    , 5-    , 9+  , 10o  ,None needed at this time.,7f2647a2-94f5-43fa-8bb2-78ea9b7bad4c,wsdiff_S82_lon_gt_minus2,3779099,2013-10-28 01:22:51,23:53:41.61,0:31:12.2,247497,90.0,r,6,23.3479995728,20131027,0,2016-02-21 02:18:07,807
549,000507,(287758) 2003 ST49       ,23 57 27.3 ,+01 24 10  ,19.7   ,3.4E   ,1.9S    ,23-    ,19-  ,  9o  ,None needed at this time.,80a9006b-5396-49f6-b7af-420d34d464a6,wsdiff_S82_lon_gt_minus2,3473896,2013-10-13 01:16:43,23:57:13.66,1:26:04.4,243471,90.0,z,29,22.1049995422,20131012,0,2016-02-21 02:18:07,807
550,000508, (70064) 1999 JA44       ,23 55 43.2 ,+01 22 10  ,19.6   ,6.9W   ,1.7N    , 8-    , 3+  , 12o  ,None needed at this time.,80a9006b-5396-49f6-b7af-420d34d464a6,wsdiff_S82_lon_gt_minus2,2622284,2013-10-28 00:54:07,23:56:10.87,1:20:26.0,247483,90.0,i,50,22.9001998901,20131027,0,2016-02-21 02:18:07,807
551,000508,(196811) 2003 SF225      ,23 56 10.5 ,+01 10 48  ,19.9   ,0.1W   ,9.6S    ,10-    ,13-  , 12o  ,None needed at this time.,80a9006b-5396-49f6-b7af-420d34d464a6,wsdiff_S82_lon_gt_minus2,2622284,2013-10-28 00:54:07,23:56:10.87,1:20:26.0,247483,90.0,i,50,22.9001998901,20131027,0,2016-02-21 02:18:07,807
552,000508, (26046) 2104 T-2        ,23 55 55.7 ,+01 11 25  ,18.6   ,3.8W   ,9.0S    ,10-    , 5-  , 15o  ,None needed at this time.,80a9006b-5396-49f6-b7af-420d34d464a6,wsdiff_S82_lon_gt_minus2,2622284,2013-10-28 00:54:07,23:56:10.87,1:20:26.0,247483,90.0,i,50,22.9001998901,20131027,0,2016-02-21 02:18:07,807
553,000509,    P/2010 B2 (WISE)     ,23 54 55.9 ,+01 18 09  ,       ,9.2W   ,1.1N    ,13-    , 3-  ,cmt   ,(r =   4.08 AU),80a9006b-5396-49f6-b7af-420d34d464a6,wsdiff_S82_lon_gt_minus2,3807616,2013-11-08 02:57:04,23:55:32.84,1:17:04.2,251772,90.0,r,24,23.0722007751,20131107,0,2016-02-21 02:18:07,807
554,000686, 183P/Korlevic-Juric     ,00 04 32.4 ,+01 20 24  ,       ,3.9E   ,4.9N    ,16-    , 1-  ,cmt   ,(r =   5.05 AU),8298b936-fb8d-4c3c-9edd-b74a5e216dad,wsdiff_S82_lon_gt_minus2,3812143,2013-10-28 01:26:57,0:04:16.85,1:15:30.5,247499,90.0,r,52,23.0268993378,20131027,0,2016-02-21 02:18:07,807
555,000686, (93121) 2000 SY59       ,00 04 22.9 ,+01 24 50  ,19.8   ,1.5E   ,9.3N    , 9-    , 7-  , 13o  ,None needed at this time.,8298b936-fb8d-4c3c-9edd-b74a5e216dad,wsdiff_S82_lon_gt_minus2,3812143,2013-10-28 01:26:57,0:04:16.85,1:15:30.5,247499,90.0,r,52,23.0268993378,20131027,0,2016-02-21 02:18:07,807
556,000609,(189481) 1999 UD38       ,23 52 06.8 ,+01 37 43  ,19.0   ,2.1W   ,0.2S    ,24-    ,23-  ,  9o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,2193841,2013-10-12 02:22:03,23:52:15.15,1:37:57.1,243094,90.0,i,10,21.9449996948,20131011,0,2016-02-21 02:18:07,807
557,000610, (75657) 2000 AW75       ,23 52 49.0 ,+01 37 28  ,19.4   ,9.4E   ,0.1S    ,29-    ,14-  , 13o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,3446419,2013-10-13 01:16:43,23:52:11.46,1:37:32.6,243471,90.0,z,19,21.5406990051,20131012,0,2016-02-21 02:18:07,807
558,000610,(222300) 2000 SD267      ,23 52 40.5 ,+01 30 58  ,19.8   ,7.3E   ,6.6S    ,28-    , 6-  , 11o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,3446419,2013-10-13 01:16:43,23:52:11.46,1:37:32.6,243471,90.0,z,19,21.5406990051,20131012,0,2016-02-21 02:18:07,807
559,000611, (75657) 2000 AW75       ,23 52 47.7 ,+01 37 18  ,19.4   ,9.1E   ,0.2S    ,29-    ,14-  , 13o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,3466598,2013-10-13 01:56:29,23:52:11.35,1:37:31.7,243490,90.0,i,19,22.0579986572,20131012,0,2016-02-21 02:18:07,807
560,000611,(222300) 2000 SD267      ,23 52 39.3 ,+01 30 53  ,19.8   ,7.0E   ,6.6S    ,28-    , 6-  , 11o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,3466598,2013-10-13 01:56:29,23:52:11.35,1:37:31.7,243490,90.0,i,19,22.0579986572,20131012,0,2016-02-21 02:18:07,807
561,000612,(153623) 2001 TF35       ,23 50 51.6 ,+01 32 08  ,19.8   ,6.6W   ,0.7N    ,14-    , 0-  ,  8o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,2633125,2013-10-28 00:50:05,23:51:18.00,1:31:28.9,247481,90.0,r,40,22.5225982666,20131027,0,2016-02-21 02:18:07,807
562,000612, (79673) 1998 SG44       ,23 50 47.3 ,+01 37 03  ,19.6   ,7.7W   ,5.6N    , 7-    , 3+  , 11o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,2633125,2013-10-28 00:50:05,23:51:18.00,1:31:28.9,247481,90.0,r,40,22.5225982666,20131027,0,2016-02-21 02:18:07,807
563,000613,(160076) 2000 GS8        ,23 50 52.3 ,+01 26 51  ,19.7   ,1.6E   ,0.8S    , 3-    , 6+  , 11o  ,None needed at this time.,83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,3800704,2013-11-08 02:57:04,23:50:45.86,1:27:40.7,251772,90.0,r,14,22.5326004028,20131107,0,2016-02-21 02:18:07,807
564,000030,(213495) 2002 GS37       ,23 55 33.3 ,+01 03 30  ,19.9   ,4.2W   ,8.6N    ,34-    ,19-  , 10o  ,None needed at this time.,845c87d1-879e-4a26-af79-aafbf6d5bd9e,wsdiff_S82_lon_gt_minus2,3164177,2013-09-30 03:31:33,23:55:49.87,0:54:56.2,239651,90.0,r,22,23.5705986023,20130929,0,2016-02-21 02:18:07,807
565,000031,(213495) 2002 GS37       ,23 55 33.2 ,+01 03 29  ,19.9   ,4.2W   ,8.5N    ,34-    ,19-  , 10o  ,None needed at this time.,845c87d1-879e-4a26-af79-aafbf6d5bd9e,wsdiff_S82_lon_gt_minus2,3344518,2013-09-30 03:33:40,23:55:49.87,0:54:56.4,239652,90.0,i,22,23.1047992706,20130929,0,2016-02-21 02:18:07,807
566,000033,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,845c87d1-879e-4a26-af79-aafbf6d5bd9e,wsdiff_S82_lon_gt_minus2,3544444,2013-10-13 01:56:29,23:55:09.05,0:49:36.1,243490,90.0,i,53,23.0742988586,20131012,0,2016-02-21 02:18:07,807
567,000528,(161796) 2006 VT34       ,23 58 20.6 ,+02 41 35  ,19.3   ,0.0E   ,1.4N    ,27-    ,15-  ,  9o  ,None needed at this time.,84efda8c-e235-47cd-8669-bc9545858d0e,wsdiff_S82_lon_gt_minus2,2400671,2013-10-12 02:56:49,23:58:20.51,2:40:11.1,243111,90.0,i,10,21.4264984131,20131011,0,2016-02-21 02:18:07,807
568,000529,(161796) 2006 VT34       ,23 58 20.6 ,+02 41 34  ,19.3   ,0.0E   ,1.4N    ,27-    ,15-  ,  9o  ,None needed at this time.,84efda8c-e235-47cd-8669-bc9545858d0e,wsdiff_S82_lon_gt_minus2,2464555,2013-10-12 02:58:49,23:58:20.51,2:40:11.1,243112,90.0,z,10,21.0612983704,20131011,0,2016-02-21 02:18:07,807
