,objid,id,ra,dec,mag,designation,mpcRA,mpcDec,v,offsetRA,offsetDec,motion_ra,motion_dec,orbit,comment,distance
94,2472035,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:50.11,0:03:36.1,21.7835006714,(428302) 2007 EB218      ,23 56 52.7 ,+00 04 58  ,21.7   ,0.6E   ,1.4N    ,28-    ,11-  ,  6o  ,None needed at this time.,0.000439470435263
95,2472035,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:50.11,0:03:36.1,21.7835006714,         2004 SU50       ,23 57 00.7 ,+00 02 12  ,21.4   ,2.6E   ,1.4S    ,24-    , 5+  , 23d  ,Leave for survey recovery.,0.000871399343943
96,2412031,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:50.09,0:03:36.2,21.7995986938,(428302) 2007 EB218      ,23 56 52.6 ,+00 04 57  ,21.7   ,0.6E   ,1.4N    ,28-    ,11-  ,  6o  ,None needed at this time.,0.000432168916767
97,2412031,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:50.09,0:03:36.2,21.7995986938,         2004 SU50       ,23 57 00.6 ,+00 02 13  ,21.4   ,2.6E   ,1.4S    ,24-    , 5+  , 23d  ,Leave for survey recovery.,0.000864216857027
98,2412031,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:50.09,0:03:36.2,21.7995986938,         2009 SE229      ,23 56 50.7 ,+00 08 33  ,19.8   ,0.1E   ,4.9N    ,58+   1,22-  ,  1d  ,Leave for survey recovery.,0.00143961063159
99,3592749,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:46.26,0:03:11.0,21.8525009155,(226012) 2002 EG58       ,23 56 39.4 ,+00 05 04  ,20.2   ,1.7W   ,1.9N    ,23-    ,17-  ,  8o  ,None needed at this time.,0.000740946864877
100,3592749,1e258b9c-1d86-4c55-863a-07bd17d234be,23:56:46.26,0:03:11.0,21.8525009155,(372875) 2010 WC52       ,23 56 56.5 ,+00 01 08  ,21.1   ,2.6E   ,2.1S    ,27-    , 9-  ,  7o  ,None needed at this time.,0.000954011207649
101,3201082,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:11:11.13,2:26:50.4,21.1260986328,(430018) 2013 RT23       ,00 11 23.5 ,+02 26 24  ,19.2   ,3.1E   ,0.4S    ,33-    ,17-  ,  8o  ,None needed at this time.,0.000907821528504
102,3382745,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:11:11.13,2:26:50.4,20.7066001892,(430018) 2013 RT23       ,00 11 23.4 ,+02 26 24  ,19.2   ,3.1E   ,0.4S    ,33-    ,17-  ,  8o  ,None needed at this time.,0.000900629091523
103,2048969,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:10:18.52,2:20:58.3,20.4183998108,(104110) 2000 EA47       ,00 10 27.6 ,+02 20 13  ,20.2   ,2.3E   ,0.8S    ,29-    ,16-  , 12o  ,None needed at this time.,0.000695357365708
104,2048969,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:10:18.52,2:20:58.3,20.4183998108,         2013 QX47       ,00 10 32.7 ,+02 22 17  ,19.2   ,3.5E   ,1.3N    ,12-    ,36-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (130.9,-10.0,22.1)",0.00109870201123
105,3785201,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:09:04.51,2:12:33.5,21.311000824,(421255) 2013 SV60       ,00 09 00.3 ,+02 15 57  ,21.0   ,1.0W   ,3.4N    ,12-    , 4-  , 11o  ,None needed at this time.,0.00103293867641
106,3785201,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:09:04.51,2:12:33.5,21.311000824,         2015 AJ190      ,00 09 04.9 ,+02 08 19  ,23.5   ,0.1E   ,4.2S    ,18-    , 6-  ,   o  ,Leave for survey recovery.,0.00123417626982
107,3818982,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:08:24.22,2:07:51.4,21.2649993896, (97535) 2000 DY32       ,00 08 24.2 ,+02 07 01  ,20.6   ,0.0E   ,0.8S    , 6-    , 2-  , 13o  ,None needed at this time.,0.000244350418197
108,3818982,1f616a22-7a96-4e5f-8302-281bb9a61a1f,0:08:24.22,2:07:51.4,21.2649993896,         2011 BB16       ,00 08 17.2 ,+02 07 44  ,21.5   ,1.7W   ,0.1S    , 2-    , 5+  , 14d  ,Leave for survey recovery.,0.000511416031393
109,2404302,253c1297-51ca-4f48-ac04-b558e7c900ba,23:57:45.48,2:30:19.7,22.1070995331, (21847) 1999 TA116      ,23 57 35.2 ,+02 27 45  ,17.6   ,2.6W   ,2.6S    ,31-    , 7-  , 13o  ,None needed at this time.,0.00105846125376
110,2404302,253c1297-51ca-4f48-ac04-b558e7c900ba,23:57:45.48,2:30:19.7,22.1070995331, (82435) 2001 OX3        ,23 57 57.4 ,+02 27 48  ,17.9   ,3.0E   ,2.5S    ,27-    , 5-  , 12o  ,None needed at this time.,0.0011361850195
111,2404302,253c1297-51ca-4f48-ac04-b558e7c900ba,23:57:45.48,2:30:19.7,22.1070995331,(196026) 2002 SL13       ,23 57 48.7 ,+02 26 07  ,19.1   ,0.8E   ,4.2S    ,31-    , 1-  , 11o  ,None needed at this time.,0.00124726124331
112,2469541,253c1297-51ca-4f48-ac04-b558e7c900ba,23:57:45.48,2:30:19.7,21.5752983093, (21847) 1999 TA116      ,23 57 35.1 ,+02 27 45  ,17.6   ,2.6W   ,2.6S    ,31-    , 7-  , 13o  ,None needed at this time.,0.00106360036502
113,2469541,253c1297-51ca-4f48-ac04-b558e7c900ba,23:57:45.48,2:30:19.7,21.5752983093, (82435) 2001 OX3        ,23 57 57.3 ,+02 27 48  ,17.9   ,3.0E   ,2.5S    ,27-    , 5-  , 12o  ,None needed at this time.,0.00113065693209
114,2469541,253c1297-51ca-4f48-ac04-b558e7c900ba,23:57:45.48,2:30:19.7,21.5752983093,(196026) 2002 SL13       ,23 57 48.6 ,+02 26 07  ,19.1   ,0.8E   ,4.2S    ,31-    , 1-  , 11o  ,None needed at this time.,0.00124591891065
115,3789355,253c1297-51ca-4f48-ac04-b558e7c900ba,23:56:41.41,2:22:43.7,22.6665000916, (11238) Johanmaurits    ,23 56 34.5 ,+02 25 52  ,18.4   ,1.7W   ,3.1N    ,13-    , 2-  , 16o  ,None needed at this time.,0.00104185653198
116,3789355,253c1297-51ca-4f48-ac04-b558e7c900ba,23:56:41.41,2:22:43.7,22.6665000916,(277044) 2005 CB66       ,23 56 58.0 ,+02 23 29  ,21.3   ,4.2E   ,0.8N    ,17-    , 4-  ,  9o  ,None needed at this time.,0.00122525725091
117,3219038,25db1653-609b-4855-ac41-bdd41f8d2224,0:05:23.96,2:01:42.1,22.8932991028,(158455) 2002 CS135      ,00 05 05.7 ,+02 02 53  ,19.8   ,4.6W   ,1.2N    ,32-    ,13-  ,  9o  ,None needed at this time.,0.0013708583467
118,3794468,25db1653-609b-4855-ac41-bdd41f8d2224,0:02:17.10,1:41:20.5,22.9417991638,(277911) 2006 KQ78       ,00 02 16.6 ,+01 39 30  ,21.7   ,0.1W   ,1.8S    , 2-    , 8-  ,  6o  ,None needed at this time.,0.000536950620768
119,3142225,2635a486-2a29-4090-a159-26f55787de2e,23:52:28.65,1:05:21.2,22.1723995209,         2015 EA48       ,23 52 31.7 ,+01 01 11  ,21.0   ,0.8E   ,4.2S    ,34-    ,18-  ,   o  ,Leave for survey recovery.,0.00123310902483
120,3307765,2635a486-2a29-4090-a159-26f55787de2e,23:52:28.65,1:05:21.3,21.8111991882,         2015 EA48       ,23 52 31.6 ,+01 01 10  ,21.0   ,0.7E   ,4.2S    ,34-    ,18-  ,   o  ,Leave for survey recovery.,0.0012370739939
121,1949277,2635a486-2a29-4090-a159-26f55787de2e,23:51:39.60,1:00:02.1,21.4780006409,         2005 EF227      ,23 51 27.9 ,+00 59 17  ,22.2   ,2.9W   ,0.8S    ,25-    , 6-  ,  4o  ,"Very desirable between 2016 Mar. 10-Apr. 9.  (166.4,+11.7,21.0)",0.000878369270438
122,3824235,2635a486-2a29-4090-a159-26f55787de2e,23:49:57.37,0:48:31.5,22.4253005981,(135557) 2002 EZ74       ,23 50 03.8 ,+00 47 35  ,20.1   ,1.6E   ,0.9S    ,17+    ,16+  , 10o  ,None needed at this time.,0.000541887138058
123,3824235,2635a486-2a29-4090-a159-26f55787de2e,23:49:57.37,0:48:31.5,22.4253005981,         2013 RN44       ,23 50 02.8 ,+00 45 57  ,20.5   ,1.4E   ,2.6S    , 0-    , 8+  ,  4o  ,"Very desirable between 2016 Mar. 20-Apr. 19.  (153.7,+15.7,20.7)",0.000846733717072
124,3824235,2635a486-2a29-4090-a159-26f55787de2e,23:49:57.37,0:48:31.5,22.4253005981,(375534) 2008 UY185      ,23 49 46.7 ,+00 45 09  ,21.4   ,2.7W   ,3.4S    , 5+    , 1-  ,  5o  ,None needed at this time.,0.00125132182155
125,3819841,2788af3f-8f34-483c-bf20-24f03dad07f8,0:09:23.68,0:41:46.3,21.1756000519,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
126,3260541,27b174f5-a717-4c52-99d9-fefcc127c179,0:16:27.93,1:43:53.9,22.5913009644, (91569) 1999 RX248      ,00 16 20.8 ,+01 46 34  ,19.2   ,1.8W   ,2.7N    ,29-    ,19-  , 14o  ,None needed at this time.,0.000933308485897
127,3260541,27b174f5-a717-4c52-99d9-fefcc127c179,0:16:27.93,1:43:53.9,22.5913009644,(374330) 2005 TO117      ,00 16 15.6 ,+01 45 07  ,20.6   ,3.1W   ,1.2N    ,34-    ,10-  ,  7o  ,None needed at this time.,0.000963773865442
128,3260541,27b174f5-a717-4c52-99d9-fefcc127c179,0:16:27.93,1:43:53.9,22.5913009644, (95516) 2002 EA57       ,00 16 14.8 ,+01 43 35  ,18.5   ,3.3W   ,0.3S    ,29-    ,18-  , 15o  ,None needed at this time.,0.000958794282697
129,3260541,27b174f5-a717-4c52-99d9-fefcc127c179,0:16:27.93,1:43:53.9,22.5913009644,         2011 CX115      ,00 16 22.1 ,+01 39 33  ,22.0   ,1.5W   ,4.4S    ,28-    ,18-  ,  6d  ,Leave for survey recovery.,0.00133398329903
130,3260541,27b174f5-a717-4c52-99d9-fefcc127c179,0:16:27.93,1:43:53.9,22.5913009644,(222575) 2001 VV122      ,00 16 46.3 ,+01 44 43  ,18.5   ,4.6E   ,0.8N    ,45-    , 3+  ,  7o  ,None needed at this time.,0.00135634139709
131,3800813,27b174f5-a717-4c52-99d9-fefcc127c179,0:14:42.91,1:32:33.6,23.2305984497,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
132,1701722,292a82c7-7fbc-42eb-8577-1b2227746ea6,23:57:03.36,-0:14:52.5,20.6012001038, (44163) 1998 HH148      ,23 57 22.8 ,-00 14 08  ,19.5   ,4.9E   ,0.7N    ,31-    ,11-  , 13o  ,None needed at this time.,0.00143007131139
133,3600306,292a82c7-7fbc-42eb-8577-1b2227746ea6,23:56:54.73,-0:15:38.9,20.5450992584, (97957) 2000 QB135      ,23 57 04.2 ,-00 18 37  ,18.0   ,2.4E   ,3.0S    ,28-    , 1+  , 10o  ,None needed at this time.,0.00110445313162
134,2608369,292a82c7-7fbc-42eb-8577-1b2227746ea6,23:56:54.67,-0:15:39.1,20.9711990356, (97957) 2000 QB135      ,23 57 03.6 ,-00 18 37  ,18.0   ,2.2E   ,3.0S    ,28-    , 1+  , 10o  ,None needed at this time.,0.00107962864268
135,3804327,292a82c7-7fbc-42eb-8577-1b2227746ea6,23:55:53.83,-0:20:59.9,21.3817996979,         2015 FH1        ,23 55 53.8 ,-00 19 47  ,21.4   ,0.0E   ,1.2N    ,21-    , 3+  ,  8d  ,Leave for survey recovery.,0.000353435906941
136,3795619,292a82c7-7fbc-42eb-8577-1b2227746ea6,23:55:16.89,-0:24:05.1,21.553899765,(191113) 2002 EY73       ,23 55 10.1 ,-00 21 49  ,20.4   ,1.7W   ,2.3N    , 1+    ,11-  , 10o  ,None needed at this time.,0.000824128640222
137,3256612,29743f19-9562-4092-ae61-14cab9afbd97,0:15:43.58,1:46:45.4,22.2854003906,(375049) 2007 LS11       ,00 15 56.2 ,+01 49 52  ,20.8   ,3.2E   ,3.1N    ,30-    ,15-  ,  7o  ,None needed at this time.,0.00128835062706
138,2519462,29743f19-9562-4092-ae61-14cab9afbd97,0:15:02.00,1:42:08.3,22.2523002625,         2001 QS322      ,00 15 11.4 ,+01 43 16  ,22.7   ,2.4E   ,1.1N    , 2-    , 1-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  At the first date, object will be within 60 deg of the sun.",0.00075802523791
139,2059237,29743f19-9562-4092-ae61-14cab9afbd97,0:15:01.98,1:42:08.4,21.6590995789,         2001 QS322      ,00 15 11.4 ,+01 43 16  ,22.7   ,2.4E   ,1.1N    , 2-    , 1-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  At the first date, object will be within 60 deg of the sun.",0.00075912650686
140,2681489,29743f19-9562-4092-ae61-14cab9afbd97,0:14:58.72,1:41:46.5,21.9610996246,         2001 QS322      ,00 15 07.3 ,+01 42 50  ,22.7   ,2.1E   ,1.1N    , 2-    , 1-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  At the first date, object will be within 60 deg of the sun.",0.000695522218819
141,3800792,29743f19-9562-4092-ae61-14cab9afbd97,0:14:11.18,1:36:28.6,22.6168994904,         2001 QS322      ,00 14 07.8 ,+01 36 24  ,22.7   ,0.8W   ,0.1S    , 2-    , 0-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  At the first date, object will be within 60 deg of the sun.",0.000246713849211
142,3800792,29743f19-9562-4092-ae61-14cab9afbd97,0:14:11.18,1:36:28.6,22.6168994904,(147027) 2002 RV20       ,00 14 18.3 ,+01 38 04  ,19.2   ,1.8E   ,1.6N    , 1+    ,10+  , 10o  ,None needed at this time.,0.000694118266588
143,3146969,2bedcb88-ddde-4dde-8492-f57a85f81b97,0:12:19.09,1:49:43.2,22.6898002625,         2001 FJ223      ,00 12 18.5 ,+01 52 15  ,21.9   ,0.1W   ,2.5N    ,37-    ,12-  ,  9d  ,Leave for survey recovery.,0.000737195524687
144,3231257,2bedcb88-ddde-4dde-8492-f57a85f81b97,0:12:19.06,1:49:43.4,22.559299469,         2001 FJ223      ,00 12 18.4 ,+01 52 14  ,21.9   ,0.2W   ,2.5N    ,37-    ,12-  ,  9d  ,Leave for survey recovery.,0.0007317036389
145,3795776,2bedcb88-ddde-4dde-8492-f57a85f81b97,0:10:22.09,1:36:47.3,23.109500885,         2008 RN116      ,00 10 10.4 ,+01 34 46  ,21.5   ,2.9W   ,2.0S    , 7-    , 2-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (150.5,-02.6,22.7)",0.00103343186293
146,3226905,2ca2b0c1-efa3-4dbf-b1ab-e228b7ac158c,0:00:45.35,0:49:20.1,22.4762992859,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
147,3376211,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:57:08.19,0:41:55.8,20.8797988892,(186767) 2004 DY8        ,23 57 06.1 ,+00 44 26  ,20.2   ,0.5W   ,2.5N    ,35-    ,17-  , 11o  ,None needed at this time.,0.000743880320058
148,3376211,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:57:08.19,0:41:55.8,20.8797988892,(373655) 2002 QV27       ,23 57 21.2 ,+00 44 30  ,20.0   ,3.3E   ,2.6N    ,36-    , 6-  ,  5o  ,None needed at this time.,0.0012057652804
149,2432509,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:56:17.06,0:36:21.9,21.2445983887, (51288) 2000 KH20       ,23 56 07.4 ,+00 38 18  ,19.8   ,2.4W   ,1.9N    ,23-    ,10-  , 15o  ,None needed at this time.,0.000900145657397
150,2392814,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:56:17.06,0:36:21.9,20.7249984741, (51288) 2000 KH20       ,23 56 07.3 ,+00 38 18  ,19.8   ,2.4W   ,1.9N    ,23-    ,10-  , 15o  ,None needed at this time.,0.000905831802258
151,3538589,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:56:13.24,0:35:56.7,20.783000946,         2015 BC210      ,23 55 59.2 ,+00 38 36  ,21.6   ,3.5W   ,2.7N    ,28-    ,10-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 63.0,-25.7,22.2)",0.00128016183335
152,3553086,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:56:13.12,0:35:56.1,21.1261997223,         2015 BC210      ,23 55 57.8 ,+00 38 29  ,21.6   ,3.8W   ,2.5N    ,28-    ,10-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 63.0,-25.7,22.2)",0.0013381231851
153,3778649,2d0b877d-c96e-49dc-9bf6-1241df3ef060,23:55:16.53,0:29:40.9,21.6499996185,         2007 EM217      ,23 55 15.1 ,+00 33 57  ,22.5   ,0.4W   ,4.3N    ,10-    , 8-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (126.7,-12.3,21.9)",0.00124595487141
154,3110843,2ec1cf1f-f437-4b01-a5e5-a6f3bb6e8bb7,23:58:46.29,1:56:25.6,22.9500999451,  (4646) Kwee            ,23 58 28.6 ,+01 57 39  ,16.3   ,4.4W   ,1.2N    ,33-    ,11-  , 21o  ,None needed at this time.,0.00133404483721
155,3110843,2ec1cf1f-f437-4b01-a5e5-a6f3bb6e8bb7,23:58:46.29,1:56:25.6,22.9500999451,(218562) 2005 EC266      ,23 59 05.5 ,+01 57 13  ,20.3   ,4.8E   ,0.8N    ,34-    ,18-  , 10o  ,None needed at this time.,0.00141496954861
156,3463184,2ec1cf1f-f437-4b01-a5e5-a6f3bb6e8bb7,23:57:53.50,1:49:59.2,22.616399765,(375316) 2008 RK62       ,23 57 48.4 ,+01 46 58  ,20.9   ,1.3W   ,3.0S    ,28-    , 2-  ,  6o  ,None needed at this time.,0.00095349262661
157,1656897,303428d6-73dc-4e43-8631-381535b48509,23:56:51.65,0:18:13.4,22.0935993195,(279541) 2011 CZ17       ,23 57 01.0 ,+00 20 32  ,20.7   ,2.3E   ,2.3N    ,30-    ,10-  ,  7o  ,None needed at this time.,0.000955948785454
158,1656897,303428d6-73dc-4e43-8631-381535b48509,23:56:51.65,0:18:13.4,22.0935993195, (49740) 1999 VV123      ,23 56 37.4 ,+00 17 01  ,19.5   ,3.6W   ,1.2S    ,27-    ,14-  , 16o  ,None needed at this time.,0.0010941077449
159,2450579,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,22.260799408,  (7645) Pons            ,23 56 53.2 ,+00 17 53  ,17.6   ,1.5E   ,0.2N    ,28-    ,12-  , 17o  ,None needed at this time.,0.000434552893435
160,2450579,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,22.260799408,(163633) 2002 UT18       ,23 56 35.8 ,+00 18 29  ,19.4   ,2.9W   ,0.8N    ,20-    ,16-  , 11o  ,None needed at this time.,0.000866925756155
161,2450579,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,22.260799408,(188658) 2005 ST84       ,23 56 47.8 ,+00 20 54  ,20.9   ,0.1E   ,3.2N    ,25-    ,11-  , 12o  ,None needed at this time.,0.00093742305274
162,2450579,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,22.260799408,(423172) 2004 FF157      ,23 56 52.2 ,+00 14 37  ,21.5   ,1.2E   ,3.1S    ,29-    ,10-  ,  6o  ,None needed at this time.,0.00096023416518
163,2450579,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,22.260799408, (60822) 2000 HX42       ,23 56 41.6 ,+00 13 56  ,18.9   ,1.4W   ,3.7S    ,20-    ,13-  , 15o  ,None needed at this time.,0.00116550989498
164,2450579,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,22.260799408,(380044) 2013 RD39       ,23 56 30.9 ,+00 17 42  ,20.4   ,4.1W   ,0.0N    ,25-    , 5-  ,  8o  ,None needed at this time.,0.00119118565076
165,2401358,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,21.9621009827,  (7645) Pons            ,23 56 53.1 ,+00 17 52  ,17.6   ,1.5E   ,0.2N    ,28-    ,12-  , 17o  ,None needed at this time.,0.00042670562338
166,2401358,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,21.9621009827,(163633) 2002 UT18       ,23 56 35.8 ,+00 18 28  ,19.4   ,2.9W   ,0.8N    ,20-    ,16-  , 11o  ,None needed at this time.,0.000865631539433
167,2401358,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,21.9621009827,(188658) 2005 ST84       ,23 56 47.8 ,+00 20 54  ,20.9   ,0.1E   ,3.2N    ,25-    ,11-  , 12o  ,None needed at this time.,0.00093742305274
168,2401358,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,21.9621009827,(423172) 2004 FF157      ,23 56 52.1 ,+00 14 36  ,21.5   ,1.2E   ,3.1S    ,29-    ,10-  ,  6o  ,None needed at this time.,0.000962061591396
169,2401358,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,21.9621009827, (60822) 2000 HX42       ,23 56 41.6 ,+00 13 56  ,18.9   ,1.4W   ,3.7S    ,20-    ,13-  , 15o  ,None needed at this time.,0.00116550989498
170,2401358,303428d6-73dc-4e43-8631-381535b48509,23:56:47.28,0:17:40.8,21.9621009827,(380044) 2013 RD39       ,23 56 30.9 ,+00 17 42  ,20.4   ,4.1W   ,0.0N    ,25-    , 5-  ,  8o  ,None needed at this time.,0.00119118565076
171,3592134,303428d6-73dc-4e43-8631-381535b48509,23:56:43.13,0:17:09.8,22.3255996704,(197140) 2003 UA248      ,23 56 52.0 ,+00 16 55  ,20.6   ,2.2E   ,0.2S    ,22-    , 9-  , 12o  ,None needed at this time.,0.000649015197722
172,2605313,303428d6-73dc-4e43-8631-381535b48509,23:56:43.07,0:17:09.0,22.2509994507,(197140) 2003 UA248      ,23 56 51.4 ,+00 16 52  ,20.7   ,2.1E   ,0.3S    ,22-    , 9-  , 12o  ,None needed at this time.,0.000611348328113
173,3785013,303428d6-73dc-4e43-8631-381535b48509,23:55:43.18,0:09:32.4,23.1115989685,         2012 JJ53       ,23 55 43.8 ,+00 12 42  ,21.9   ,0.2E   ,3.2N    , 7-    , 5-  , 40d  ,"Desirable between 2016 Feb. 25-Mar. 11.  (164.6,+01.4,21.6)",0.000920311852915
174,3785013,303428d6-73dc-4e43-8631-381535b48509,23:55:43.18,0:09:32.4,23.1115989685,(374367) 2005 US295      ,23 55 28.9 ,+00 09 41  ,21.9   ,3.6W   ,0.1N    , 5-    , 2-  ,  6o  ,None needed at this time.,0.00103930350609
175,3156008,306d4300-375d-4408-b270-673b19c83e2a,0:11:14.26,1:35:51.7,23.52409935,         2008 UL213      ,00 11 14.0 ,+01 36 32  ,20.4   ,0.1W   ,0.7N    ,32-    , 6-  ,  5d  ,Leave for survey recovery.,0.000196291958852
176,3156008,306d4300-375d-4408-b270-673b19c83e2a,0:11:14.26,1:35:51.7,23.52409935,(274308) 2008 QN37       ,00 11 31.3 ,+01 37 26  ,19.8   ,4.3E   ,1.6N    ,30-    ,11-  , 10o  ,None needed at this time.,0.00132036962148
177,3156008,306d4300-375d-4408-b270-673b19c83e2a,0:11:14.26,1:35:51.7,23.52409935,         2011 FV120      ,00 11 33.4 ,+01 35 26  ,21.7   ,4.8E   ,0.4S    ,31-    , 6-  , 21d  ,Leave for survey recovery.,0.0013969291016
178,3263447,306d4300-375d-4408-b270-673b19c83e2a,0:11:14.27,1:35:51.7,22.6904983521,         2008 UL213      ,00 11 13.9 ,+01 36 31  ,20.4   ,0.1W   ,0.7N    ,32-    , 6-  ,  5d  ,Leave for survey recovery.,0.000192420857313
179,3263447,306d4300-375d-4408-b270-673b19c83e2a,0:11:14.27,1:35:51.7,22.6904983521,(274308) 2008 QN37       ,00 11 31.2 ,+01 37 26  ,19.8   ,4.2E   ,1.6N    ,30-    ,11-  , 10o  ,None needed at this time.,0.00131287090997
180,3263447,306d4300-375d-4408-b270-673b19c83e2a,0:11:14.27,1:35:51.7,22.6904983521,         2011 FV120      ,00 11 33.3 ,+01 35 26  ,21.7   ,4.8E   ,0.4S    ,31-    , 6-  , 21d  ,Leave for survey recovery.,0.00138896482588
181,2520891,306d4300-375d-4408-b270-673b19c83e2a,0:10:32.67,1:31:16.1,22.8682994843,(380657) 2005 DN1        ,00 10 43.1 ,+01 31 57  ,21.9   ,2.6E   ,0.7N    ,24-    ,10-  ,  6o  ,None needed at this time.,0.000783721001445
182,2520891,306d4300-375d-4408-b270-673b19c83e2a,0:10:32.67,1:31:16.1,22.8682994843,(375438) 2008 TO74       ,00 10 32.5 ,+01 34 56  ,21.2   ,0.0W   ,3.7N    ,27-    ,10-  ,  5o  ,None needed at this time.,0.00106617691006
183,2520891,306d4300-375d-4408-b270-673b19c83e2a,0:10:32.67,1:31:16.1,22.8682994843,         2013 TQ15       ,00 10 40.2 ,+01 26 45  ,21.9   ,1.9E   ,4.5S    ,32-    , 3-  ,  8d  ,Leave for survey recovery.,0.00142377124927
184,2062229,306d4300-375d-4408-b270-673b19c83e2a,0:10:32.66,1:31:16.1,22.5760993958,(380657) 2005 DN1        ,00 10 43.0 ,+01 31 56  ,21.9   ,2.6E   ,0.7N    ,24-    ,10-  ,  6o  ,None needed at this time.,0.000776170570312
185,2062229,306d4300-375d-4408-b270-673b19c83e2a,0:10:32.66,1:31:16.1,22.5760993958,(375438) 2008 TO74       ,00 10 32.3 ,+01 34 55  ,21.2   ,0.1W   ,3.7N    ,27-    ,10-  ,  5o  ,None needed at this time.,0.00106157977601
186,2062229,306d4300-375d-4408-b270-673b19c83e2a,0:10:32.66,1:31:16.1,22.5760993958,         2013 TQ15       ,00 10 39.9 ,+01 26 44  ,21.9   ,1.8E   ,4.5S    ,32-    , 3-  ,  8d  ,Leave for survey recovery.,0.00142030108711
187,2665638,306d4300-375d-4408-b270-673b19c83e2a,0:10:29.40,1:30:54.5,22.5006999969,(141554) 2002 GV58       ,00 10 36.5 ,+01 30 46  ,19.7   ,1.8E   ,0.1S    ,23-    ,18-  ,  9o  ,None needed at this time.,0.00051778878814
188,2665638,306d4300-375d-4408-b270-673b19c83e2a,0:10:29.40,1:30:54.5,22.5006999969,(273180) 2006 HO91       ,00 10 21.4 ,+01 35 22  ,20.2   ,2.0W   ,4.5N    ,21-    ,17-  , 10o  ,None needed at this time.,0.00142130372724
189,3801660,306d4300-375d-4408-b270-673b19c83e2a,0:09:41.95,1:25:38.2,23.3544006348,(238674) 2005 EX187      ,00 09 44.6 ,+01 28 02  ,21.4   ,0.7E   ,2.4N    ,15-    , 9-  , 11o  ,None needed at this time.,0.000723290905455
190,2412587,30753426-76e6-4260-9716-4cac1f63a8ac,0:01:03.85,2:12:35.2,22.6047992706,         2014 WT241      ,00 00 56.1 ,+02 11 06  ,22.6   ,1.9W   ,1.5S    ,22-    ,17-  , 60d  ,"Desirable between 2016 Feb. 25-Mar. 11.  (129.7,-10.8,21.4)",0.000710063136709
191,2412587,30753426-76e6-4260-9716-4cac1f63a8ac,0:01:03.85,2:12:35.2,22.6047992706,         2015 BR133      ,00 01 05.3 ,+02 16 17  ,23.8   ,0.4E   ,3.7N    ,32-    ,11-  ,   o  ,Leave for survey recovery.,0.00108046664446
